Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,17:44:23.357,air_close_short,LG,11.123s,891,461,0.517,601.142,1161.863,0.517,false
2,17:44:35.089,air1_far_short,LG,10.686s,856,461,0.539,601.142,1116.224,0.539,false
3,17:44:50.275,Bot Profile,LG,14.082s,1103,461,0.418,601.142,1438.301,0.418,false
4,17:45:05.605,air1F_close_long,LG,14.231s,1123,461,0.411,601.142,1464.38,0.411,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
LG,4041,1866,2433.219238,5269.541016,

Kills:,4
Deaths:,0
Fight Time:,50.122002
Avg TTK:,0
Damage Done:,2433.219238
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,39.696655
Score:,17032.535156
Scenario:,Warzone High Ground Tracking
Hash:,92f5913fa20485b0b9e13c4f71aaffaa
Game Version:,v2.6.3
Challenge Start:,17:44:10.944
Pause Count:,15
Pause Duration:,4398

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Call of Duty
Horiz Sens:,6.5
Vert Sens:,6.5
DPI:,400
FOV:,120.0
FOVScale:,Custom
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
Resolution,1920x1080
Avg FPS,379.338562
Resolution Scale,100.0
