Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,15:17:44.637,Quaker Bot Long Strafes,MGV2,2.104000s,250,100,0.400000,200.000000,1000.000000,0.200000,0
2,15:17:46.728,Quaker Bot Long Strafes,MGV2,1.742000s,260,100,0.384615,200.000000,1040.000000,0.192308,0
3,15:17:49.325,Quaker Bot Long Strafes,MGV2,2.166000s,320,100,0.312500,200.000000,1280.000000,0.156250,0
4,15:17:51.277,Quaker Bot Long Strafes,MGV2,1.534000s,230,100,0.434783,200.000000,920.000000,0.217391,0
5,15:17:53.998,Quaker Bot Long Strafes,MGV2,1.887000s,280,100,0.357143,200.000000,1120.000000,0.178571,0
6,15:17:56.783,Quaker Bot Long Strafes,MGV2,1.889000s,280,110,0.392857,220.000000,1120.000000,0.196429,0
7,15:17:59.248,Quaker Bot Long Strafes,MGV2,1.819000s,270,90,0.333333,180.000000,1080.000000,0.166667,0
8,15:18:00.832,Quaker Bot Long Strafes,MGV2,1.306000s,190,100,0.526316,200.000000,760.000000,0.263158,0
9,15:18:02.492,Quaker Bot Long Strafes,MGV2,1.257000s,190,100,0.526316,200.000000,760.000000,0.263158,0
10,15:18:04.241,Quaker Bot Long Strafes,MGV2,1.048000s,160,110,0.687500,220.000000,640.000000,0.343750,0
11,15:18:06.318,Quaker Bot Long Strafes,MGV2,1.465000s,220,100,0.454545,200.000000,880.000000,0.227273,0
12,15:18:07.818,Quaker Bot Long Strafes,MGV2,1.117000s,170,100,0.588235,200.000000,680.000000,0.294118,0
13,15:18:10.186,Quaker Bot Long Strafes,MGV2,1.959000s,290,170,0.586207,340.000000,1160.000000,0.293103,0
14,15:18:12.214,Quaker Bot Long Strafes,MGV2,1.602000s,240,110,0.458333,220.000000,960.000000,0.229167,0
15,15:18:13.145,Quaker Bot Long Strafes,MGV2,0.416000s,70,20,0.285714,40.000000,280.000000,0.142857,0
16,15:18:14.549,Quaker Bot Long Strafes,MGV2,0.979000s,150,100,0.666667,200.000000,600.000000,0.333333,0
17,15:18:17.182,Quaker Bot Long Strafes,MGV2,2.270000s,310,100,0.322581,200.000000,1240.000000,0.161290,0
18,15:18:19.536,Quaker Bot Long Strafes,MGV2,1.742000s,260,100,0.384615,200.000000,1040.000000,0.192308,0
19,15:18:21.570,Quaker Bot Long Strafes,MGV2,1.604000s,240,90,0.375000,180.000000,960.000000,0.187500,0
20,15:18:24.008,Quaker Bot Long Strafes,MGV2,2.153000s,260,100,0.384615,200.000000,1040.000000,0.192308,0
21,15:18:25.764,Quaker Bot Long Strafes,MGV2,1.396000s,210,100,0.476190,200.000000,840.000000,0.238095,0
22,15:18:27.265,Quaker Bot Long Strafes,MGV2,0.833000s,130,100,0.769231,200.000000,520.000000,0.384615,0
23,15:18:29.182,Quaker Bot Long Strafes,MGV2,1.464000s,220,100,0.454545,200.000000,880.000000,0.227273,0
24,15:18:31.349,Quaker Bot Long Strafes,MGV2,1.742000s,260,100,0.384615,200.000000,1040.000000,0.192308,0
25,15:18:33.862,Quaker Bot Long Strafes,MGV2,2.236000s,330,110,0.333333,220.000000,1320.000000,0.166667,0
26,15:18:35.661,Quaker Bot Long Strafes,MGV2,1.187000s,180,90,0.500000,180.000000,720.000000,0.250000,0
27,15:18:37.730,Quaker Bot Long Strafes,MGV2,1.799000s,240,100,0.416667,200.000000,960.000000,0.208333,0
28,15:18:39.918,Quaker Bot Long Strafes,MGV2,1.820000s,270,100,0.370370,200.000000,1080.000000,0.185185,0

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
MGV2,6720,2860,5720.0,26880.0,

Kills:,28
Deaths:,0
Fight Time:,44.536003
Avg TTK:,2.142845
Damage Done:,5720.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
Score:,17160.0
Scenario:,KinTS Low Ground Easy
Hash:,eac1660c2dab795c7e90c601f11fd599
Game Version:,3.0.2
Challenge Start:,H:M:S.s
Pause Count:,25
Pause Duration:,-2147483648.0

Input Lag:,0
Max FPS (config):,144.0
Sens Scale:,Apex Legends
Sens Increment:,0.722857
Horiz Sens:,2.3
Vert Sens:,2.3
DPI:,400
FOV:,110.0
FOVScale:,Apex Legends
Hide Gun:,false
Crosshair:,diamond.png
Crosshair Scale:,1.2
Crosshair Color:,0FF0FF000
Resolution:,1920x1080
Avg FPS:,143.984344
Resolution Scale:,100.0
