Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,11:45:47.366,Quaker Bot Long Strafes,LG,8.327001s,168,67,0.398810,402.000000,1008.000000,0.398810,0
2,11:45:54.665,Quaker Bot Long Strafes,LG,7.084000s,128,67,0.523438,402.000000,768.000000,0.523438,0
3,11:46:02.089,Quaker Bot Long Strafes,LG,6.591000s,142,67,0.471831,402.000000,852.000000,0.471831,0
4,11:46:12.186,Quaker Bot Long Strafes,LG,9.854000s,197,67,0.340102,402.000000,1182.000000,0.340102,0
5,11:46:21.512,Quaker Bot Long Strafes,LG,8.617001s,176,67,0.380682,402.000000,1056.000000,0.380682,0
6,11:46:29.228,Quaker Bot Long Strafes,LG,6.973001s,145,67,0.462069,402.000000,870.000000,0.462069,0
7,11:46:37.096,Quaker Bot Long Strafes,LG,6.841001s,144,67,0.465278,402.000000,864.000000,0.465278,0

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
LG,1125,481,2886.0,6750.0,

Kills:,7
Deaths:,0
Fight Time:,54.287003
Avg TTK:,8.714234
Damage Done:,2886.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,56119.179688
Score:,13658.0
Scenario:,Close LS Easy Dodge
Hash:,d7f95fe4bff87c8145406b39f9570432
Game Version:,3.0.3
Challenge Start:,H:M:S.s
Pause Count:,43
Pause Duration:,-2147483648.0

Input Lag:,0
Max FPS (config):,144.0
Sens Scale:,Apex Legends
Sens Increment:,0.722857
Horiz Sens:,2.3
Vert Sens:,2.3
DPI:,400
FOV:,110.0
FOVScale:,Apex Legends
Hide Gun:,false
Crosshair:,diamond.png
Crosshair Scale:,1.2
Crosshair Color:,0FF0FF000
Resolution:,1920x1080
Avg FPS:,143.364853
Resolution Scale:,100.0
