Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,02:27:34.191,target_decay,pistol,4.392s,6,1,0.167,25,300,0.083,false
2,02:27:40.386,target_decay,pistol,5.37s,7,1,0.143,25,350,0.071,false
3,02:27:43.030,target_decay,pistol,1.755s,3,1,0.333,25,150,0.167,false
4,02:27:47.459,target_decay,pistol,3.646s,5,1,0.2,25,250,0.1,false
5,02:27:48.292,target_decay,pistol,0s,1,1,1,25,50,0.5,false
6,02:27:50.918,target_decay,pistol,1.8s,2,1,0.5,25,100,0.25,false
7,02:28:02.618,target_decay,pistol,10.776s,10,1,0.1,25,500,0.05,false
8,02:28:03.513,target_decay,pistol,0s,1,1,1,25,50,0.5,false
9,02:28:07.062,target_decay,pistol,1.802s,3,1,0.333,25,150,0.167,false
10,02:28:13.480,target_decay,pistol,5.602s,7,1,0.143,25,350,0.071,false
11,02:28:19.737,target_decay,pistol,5.406s,7,1,0.143,25,350,0.071,false
12,02:28:24.282,target_decay,pistol,2.819s,3,1,0.333,25,150,0.167,false
13,02:28:25.877,target_decay,pistol,0.866s,2,1,0.5,25,100,0.25,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol,60,13,325.0,3000.0,,,,,,false,plus.png,1.0,FFFF00,,,

Kills:,13
Deaths:,0
Fight Time:,44.234001
Avg TTK:,0
Damage Done:,325.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
Score:,281.666656
Scenario:,Reflex Flick - Fair
Hash:,a51ec6c2d75ccb78bdb0d20bf4ce9cb7
Game Version:,2.0.5.2
Challenge Start:,02:27:29.094
Pause Count:,12
Pause Duration:,157

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Call of Duty
Horiz Sens:,7.0
Vert Sens:,7.0
FOV:,100.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
Resolution,1920x1080
Avg FPS,102.716705
Resolution Scale,100.0
