Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,18:11:11.649,air1_close_long,Track Master 100,19.155s,1897,1000,0.527,1000,1897,0.527,false
2,18:11:41.451,air1_far_long,Track Master 100,27.597s,2761,1000,0.362,1000,2761,0.362,false
3,18:12:09.312,air_close_short,Track Master 100,27.611s,2558,1000,0.391,1000,2558,0.391,false
4,18:12:49.024,air1_far_short,Track Master 100,39.453s,3651,1000,0.274,1000,3651,0.274,false
5,18:13:17.768,air1F_close_long,Track Master 100,28.513s,2221,1000,0.45,1000,2221,0.45,false
6,18:13:45.307,air1F_far_long,Track Master 100,25.214s,2323,1000,0.43,1000,2323,0.43,false
7,18:14:24.161,air1F_close_short,Track Master 100,38.595s,3520,1000,0.284,1000,3520,0.284,false
8,18:15:17.836,air1F_far_short,Track Master 100,53.424s,4786,1000,0.209,1000,4786,0.209,false
9,18:16:46.075,air1_UFO,Track Master 100,88.225s,6750,1000,0.148,1000,6750,0.148,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
Track Master 100,30468,9001,9001.0,30468.0,

Kills:,9
Deaths:,0
Fight Time:,347.786987
Avg TTK:,0
Damage Done:,9001.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
Score:,99643.570312
Scenario:,Air
Hash:,a4dc16009228327bee0f421c6d7cf963
Game Version:,v2.6.3
Challenge Start:,18:10:49.647
Pause Count:,16
Pause Duration:,613

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Call of Duty
Horiz Sens:,7.0
Vert Sens:,7.0
DPI:,400
FOV:,120.0
FOVScale:,Custom
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
Resolution,1920x1080
Avg FPS,323.557739
Resolution Scale,100.0
