Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,19:10:24.010,Long Strafe Bot,ADSable Hitscan Cone,1.958s,1088,475,0.437,439,990,0.443,false
2,19:10:26.575,Long Strafe Bot,ADSable Hitscan Cone,1.756s,978,435,0.445,435,890,0.489,false
3,19:10:29.621,Long Strafe Bot,ADSable Hitscan Cone,2.792s,1242,448,0.361,433,1130,0.383,false
4,19:10:33.446,Long Strafe Bot,ADSable Hitscan Cone,2.878s,1594,476,0.299,440,1450,0.303,false
5,19:10:35.770,Long Strafe Bot,ADSable Hitscan Cone,1.919s,1066,482,0.452,436,970,0.449,false
6,19:10:39.158,Long Strafe Bot,ADSable Hitscan Cone,3.132s,1066,468,0.439,437,970,0.451,false
7,19:10:40.808,Long Strafe Bot,ADSable Hitscan Cone,1.415s,736,472,0.641,438,670,0.654,false
8,19:10:43.921,Long Strafe Bot,ADSable Hitscan Cone,1.997s,1110,476,0.429,437,1010,0.433,false
9,19:10:47.192,Long Strafe Bot,ADSable Hitscan Cone,2.818s,1561,485,0.311,441,1420,0.311,false
10,19:10:50.112,Long Strafe Bot,ADSable Hitscan Cone,2.661s,1044,470,0.45,433,950,0.456,false
11,19:10:53.724,Long Strafe Bot,ADSable Hitscan Cone,3.353s,1506,472,0.313,435,1370,0.318,false
12,19:10:57.405,Long Strafe Bot,ADSable Hitscan Cone,3.421s,1781,438,0.246,438,1620,0.27,false
13,19:11:00.300,Long Strafe Bot,ADSable Hitscan Cone,1.96s,1088,483,0.444,458,990,0.463,false
14,19:11:02.509,Long Strafe Bot,ADSable Hitscan Cone,1.953s,967,448,0.463,414,880,0.47,false
15,19:11:05.712,Long Strafe Bot,ADSable Hitscan Cone,2.458s,1363,433,0.318,433,1240,0.349,false
16,19:11:08.823,Long Strafe Bot,ADSable Hitscan Cone,2.85s,1165,474,0.407,437,1060,0.412,false
17,19:11:11.755,Long Strafe Bot,ADSable Hitscan Cone,2.672s,1099,473,0.43,435,1000,0.435,false
18,19:11:14.289,Long Strafe Bot,ADSable Hitscan Cone,2.29s,923,478,0.518,435,840,0.518,false
19,19:11:17.234,Long Strafe Bot,ADSable Hitscan Cone,2.239s,1242,466,0.375,435,1130,0.385,false
20,19:11:20.102,Long Strafe Bot,ADSable Hitscan Cone,2.399s,1275,483,0.379,442,1160,0.381,false
21,19:11:22.965,Long Strafe Bot,ADSable Hitscan Cone,2.617s,1088,471,0.433,437,990,0.441,false
22,19:11:25.322,Long Strafe Bot,ADSable Hitscan Cone,1.52s,846,467,0.552,441,770,0.573,false
23,19:11:28.364,Long Strafe Bot,ADSable Hitscan Cone,2.578s,1429,435,0.304,435,1300,0.335,false
24,19:11:31.100,Long Strafe Bot,ADSable Hitscan Cone,2.496s,1011,470,0.465,438,920,0.476,false
25,19:11:33.273,Long Strafe Bot,ADSable Hitscan Cone,1.397s,780,434,0.556,434,710,0.611,false
26,19:11:35.738,Long Strafe Bot,ADSable Hitscan Cone,2.097s,1165,463,0.397,434,1060,0.409,false
27,19:11:37.932,Long Strafe Bot,ADSable Hitscan Cone,1.297s,725,451,0.622,436,660,0.661,false
28,19:11:40.472,Long Strafe Bot,ADSable Hitscan Cone,2.29s,1209,481,0.398,433,1100,0.394,false
29,19:11:43.406,Long Strafe Bot,ADSable Hitscan Cone,2.673s,1099,480,0.437,440,1000,0.44,false
30,19:11:46.818,Long Strafe Bot,ADSable Hitscan Cone,3.153s,1396,473,0.339,439,1270,0.346,false
31,19:11:48.989,Long Strafe Bot,ADSable Hitscan Cone,1.781s,978,472,0.483,435,890,0.489,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
ADSable Hitscan Cone,36467,14824,13894.0,33180.0,

Kills:,31
Deaths:,0
Fight Time:,72.82
Avg TTK:,0
Damage Done:,13894.0
Damage Taken:,0.0
Midairs:,309
Midaired:,0
Directs:,930
Directed:,0
Reloads:,0
Distance Traveled:,0.0
Score:,5818.060059
Scenario:,Ascended Tracking Robots
Hash:,30eb744d26a1edf6e5605136f62e86a6
Game Version:,v2.6.3
Challenge Start:,19:10:21.241
Pause Count:,21
Pause Duration:,2998

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Call of Duty
Horiz Sens:,6.75
Vert Sens:,6.75
DPI:,400
FOV:,120.0
FOVScale:,Custom
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
Resolution,1920x1080
Avg FPS,243.987289
Resolution Scale,100.0
