Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,23:26:18.223,Long Strafe Bot,ADSable Hitscan Cone,3.193s,1770,468,0.264,434,1610,0.27,false
2,23:26:22.961,Long Strafe Bot,ADSable Hitscan Cone,4.48s,2111,471,0.223,437,1920,0.228,false
3,23:26:26.561,Long Strafe Bot,ADSable Hitscan Cone,3.342s,1198,439,0.366,439,1090,0.403,false
4,23:26:29.418,Long Strafe Bot,ADSable Hitscan Cone,2.591s,1231,476,0.387,438,1120,0.391,false
5,23:26:33.165,Long Strafe Bot,ADSable Hitscan Cone,3.484s,1440,511,0.355,476,1310,0.363,false
6,23:26:36.152,Long Strafe Bot,ADSable Hitscan Cone,2.724s,1429,400,0.28,400,1300,0.308,false
7,23:26:39.998,Long Strafe Bot,ADSable Hitscan Cone,3.673s,1935,519,0.268,483,1760,0.274,false
8,23:26:42.452,Long Strafe Bot,ADSable Hitscan Cone,2.21s,1152,439,0.381,399,1048,0.381,false
9,23:26:46.500,Long Strafe Bot,ADSable Hitscan Cone,3.79s,1682,474,0.282,433,1530,0.283,false
10,23:26:49.391,Long Strafe Bot,ADSable Hitscan Cone,2.633s,1330,475,0.357,441,1210,0.364,false
11,23:26:53.970,Long Strafe Bot,ADSable Hitscan Cone,4.316s,1880,613,0.326,573,1710,0.335,false
12,23:26:55.479,Long Strafe Bot,ADSable Hitscan Cone,1.256s,637,319,0.501,300,580,0.517,false
13,23:26:59.103,Long Strafe Bot,ADSable Hitscan Cone,3.359s,1011,470,0.465,435,920,0.473,false
14,23:27:02.062,Long Strafe Bot,ADSable Hitscan Cone,2.698s,1385,475,0.343,436,1260,0.346,false
15,23:27:05.919,Long Strafe Bot,ADSable Hitscan Cone,3.603s,1352,468,0.346,436,1230,0.354,false
16,23:27:11.102,Long Strafe Bot,ADSable Hitscan Cone,4.922s,2606,474,0.182,440,2370,0.186,false
17,23:27:15.364,Long Strafe Bot,ADSable Hitscan Cone,4.002s,1759,475,0.27,439,1600,0.274,false
18,23:27:18.518,Long Strafe Bot,ADSable Hitscan Cone,2.895s,1473,471,0.32,433,1340,0.323,false
19,23:27:23.018,Long Strafe Bot,ADSable Hitscan Cone,4.248s,2023,440,0.217,435,1840,0.236,false
20,23:27:25.055,Long Strafe Bot,ADSable Hitscan Cone,1.777s,901,479,0.532,435,820,0.53,false
21,23:27:29.218,Long Strafe Bot,ADSable Hitscan Cone,3.905s,2089,475,0.227,435,1900,0.229,false
22,23:27:32.690,Long Strafe Bot,ADSable Hitscan Cone,3.202s,1660,477,0.287,442,1510,0.293,false
23,23:27:37.779,Long Strafe Bot,ADSable Hitscan Cone,4.823s,2265,484,0.214,442,2060,0.215,false
24,23:27:41.755,Long Strafe Bot,ADSable Hitscan Cone,3.716s,1407,448,0.318,434,1280,0.339,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
ADSable Hitscan Cone,38408,11594,10818.0,34938.0,

Kills:,24
Deaths:,0
Fight Time:,80.842003
Avg TTK:,0
Damage Done:,10818.0
Damage Taken:,0.0
Midairs:,268
Midaired:,0
Directs:,776
Directed:,0
Reloads:,0
Distance Traveled:,0.0
Score:,3349.622803
Scenario:,Ascended Tracking Robots
Hash:,30eb744d26a1edf6e5605136f62e86a6
Game Version:,2.0.5.2
Challenge Start:,23:26:13.212
Pause Count:,49
Pause Duration:,402

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Call of Duty
Horiz Sens:,5.0
Vert Sens:,5.0
FOV:,103.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
Resolution,1920x1080
Avg FPS,128.667755
Resolution Scale,100.0
