Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,18:37:15.432,regen_dot,Poke-Drill,1.129s,114,67,0.588,67,114,0.588,false
2,18:37:16.998,regen_dot,Poke-Drill,1.088s,110,57,0.518,57,110,0.518,false
3,18:37:18.847,regen_dot,Poke-Drill,1.597s,106,50,0.472,50,106,0.472,false
4,18:37:20.504,regen_dot,Poke-Drill,1.406s,68,50,0.735,50,68,0.735,false
5,18:37:22.097,regen_dot,Poke-Drill,1.373s,68,50,0.735,50,68,0.735,false
6,18:37:24.906,regen_dot,Poke-Drill,2.327s,234,81,0.346,81,234,0.346,false
7,18:37:26.637,regen_dot,Poke-Drill,1.474s,103,50,0.485,50,103,0.485,false
8,18:37:28.264,regen_dot,Poke-Drill,1.166s,118,64,0.542,64,118,0.542,false
9,18:37:29.551,regen_dot,Poke-Drill,0.829s,84,51,0.607,51,84,0.607,false
10,18:37:31.074,regen_dot,Poke-Drill,1.271s,72,53,0.736,53,72,0.736,false
11,18:37:33.579,regen_dot,Poke-Drill,2.266s,196,74,0.378,74,196,0.378,false
12,18:37:38.093,regen_dot,Poke-Drill,3.9s,391,145,0.371,145,391,0.371,false
13,18:37:40.378,regen_dot,Poke-Drill,1.867s,188,80,0.426,80,188,0.426,false
14,18:37:42.828,regen_dot,Poke-Drill,2.009s,202,79,0.391,79,202,0.391,false
15,18:37:45.067,regen_dot,Poke-Drill,1.982s,129,71,0.55,71,129,0.55,false
16,18:37:46.453,regen_dot,Poke-Drill,1.135s,84,57,0.679,57,84,0.679,false
17,18:37:48.879,regen_dot,Poke-Drill,2.175s,169,91,0.538,91,169,0.538,false
18,18:37:51.731,regen_dot,Poke-Drill,2.598s,193,89,0.461,89,193,0.461,false
19,18:37:53.537,regen_dot,Poke-Drill,1.508s,152,76,0.5,76,152,0.5,false
20,18:37:55.078,regen_dot,Poke-Drill,1.289s,118,55,0.466,55,118,0.466,false
21,18:37:56.223,regen_dot,Poke-Drill,0.912s,63,50,0.794,50,63,0.794,false
22,18:38:00.104,regen_dot,Poke-Drill,3.26s,327,138,0.422,138,327,0.422,false
23,18:38:01.494,regen_dot,Poke-Drill,1.129s,71,50,0.704,50,71,0.704,false
24,18:38:03.002,regen_dot,Poke-Drill,1.027s,104,62,0.596,62,104,0.596,false
25,18:38:04.274,regen_dot,Poke-Drill,1.019s,74,57,0.77,57,74,0.77,false
26,18:38:06.049,regen_dot,Poke-Drill,1.518s,130,71,0.546,71,130,0.546,false
27,18:38:07.644,regen_dot,Poke-Drill,1.344s,94,57,0.606,57,94,0.606,false
28,18:38:10.844,regen_dot,Poke-Drill,2.957s,218,75,0.344,75,218,0.344,false
29,18:38:12.580,regen_dot,Poke-Drill,1.206s,122,58,0.475,58,122,0.475,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
Poke-Drill,4124,2015,2015.0,4124.0,

Kills:,29
Deaths:,0
Fight Time:,48.761002
Avg TTK:,0
Damage Done:,2015.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
Score:,29.0
Scenario:,TamTS Warzone
Hash:,60aae8a70af86e8feb5be02a6329003d
Game Version:,2.0.5.3
Challenge Start:,18:37:13.565
Pause Count:,12
Pause Duration:,495

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Call of Duty
Horiz Sens:,7.5
Vert Sens:,7.5
FOV:,100.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
Resolution,1920x1080
Avg FPS,292.733582
Resolution Scale,100.0
