Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,14:59:01.503,Thin very long strafe,Track Master 100,10.966001s,1028,200,0.194553,200.000000,1028.000000,0.194553,0
2,14:59:09.642,Thin very long strafe,Track Master 100,6.035000s,587,200,0.340715,200.000000,587.000000,0.340715,0
3,14:59:17.996,Thin very long strafe,Track Master 100,8.096001s,539,200,0.371058,200.000000,539.000000,0.371058,0
4,14:59:26.052,Thin very long strafe,Track Master 100,7.793000s,591,200,0.338409,200.000000,591.000000,0.338409,0
5,14:59:32.428,Thin very long strafe,Track Master 100,6.119000s,374,200,0.534759,200.000000,374.000000,0.534759,0
6,14:59:43.546,Thin very long strafe,Track Master 100,8.056001s,752,200,0.265957,200.000000,752.000000,0.265957,0

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
Track Master 100,4136,1283,1283.0,4136.0,

Kills:,6
Deaths:,0
Fight Time:,47.065002
Avg TTK:,9.999943
Damage Done:,1283.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
Score:,1283.0
Scenario:,Thin Aiming Long
Hash:,3a5aabeed03bd10e4d437104ff1b425b
Game Version:,3.0.3
Challenge Start:,H:M:S.s
Pause Count:,10
Pause Duration:,0.0

Input Lag:,0
Max FPS (config):,144.0
Sens Scale:,Apex Legends
Sens Increment:,0.722857
Horiz Sens:,2.3
Vert Sens:,2.3
DPI:,400
FOV:,110.0
FOVScale:,Apex Legends
Hide Gun:,false
Crosshair:,diamond.png
Crosshair Scale:,1.2
Crosshair Color:,0FF0FF000
Resolution:,1920x1080
Avg FPS:,143.999252
Resolution Scale:,100.0
