Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,19:54:47.146,air_close_short,LG,9.163s,734,461,0.628,601.142,957.139,0.628,false
2,19:54:58.230,air1_far_short,LG,10.073s,807,461,0.571,601.142,1052.331,0.571,false
3,19:55:15.695,Bot Profile,LG,16.368s,1280,461,0.36,601.142,1669.101,0.36,false
4,19:55:28.670,air1F_close_long,LG,12.661s,942,461,0.489,601.142,1228.365,0.489,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
LG,4034,1937,2525.800049,5260.411621,

Kills:,4
Deaths:,0
Fight Time:,48.264999
Avg TTK:,0
Damage Done:,2525.800049
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,39.696655
Score:,17680.599609
Scenario:,Warzone High Ground Tracking
Hash:,92f5913fa20485b0b9e13c4f71aaffaa
Game Version:,2.0.5.3
Challenge Start:,19:54:36.714
Pause Count:,40
Pause Duration:,1996

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Call of Duty
Horiz Sens:,7.5
Vert Sens:,7.5
FOV:,100.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
Resolution,1920x1080
Avg FPS,359.320099
Resolution Scale,100.0
