Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,17:53:46.134,Quaker Bot Long Strafes,LG,4.989000s,104,67,0.644231,402.000000,624.000000,0.644231,0
2,17:53:53.019,Quaker Bot Long Strafes,LG,6.607000s,127,67,0.527559,402.000000,762.000000,0.527559,0
3,17:53:59.906,Quaker Bot Long Strafes,LG,6.614000s,126,67,0.531746,402.000000,756.000000,0.531746,0
4,17:54:07.138,Quaker Bot Long Strafes,LG,6.956000s,135,67,0.496296,402.000000,810.000000,0.496296,0
5,17:54:13.411,Quaker Bot Long Strafes,LG,5.830000s,126,67,0.531746,402.000000,756.000000,0.531746,0
6,17:54:19.288,Quaker Bot Long Strafes,LG,4.828000s,106,67,0.632075,402.000000,636.000000,0.632075,0
7,17:54:26.591,Quaker Bot Long Strafes,LG,7.041000s,150,67,0.446667,402.000000,900.000000,0.446667,0
8,17:54:34.233,Quaker Bot Long Strafes,LG,6.876000s,141,67,0.475177,402.000000,846.000000,0.475177,0

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
LG,1141,597,3582.0,6846.0,

Kills:,8
Deaths:,0
Fight Time:,49.741001
Avg TTK:,7.624955
Damage Done:,3582.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,56945.640625
Score:,15746.0
Scenario:,Close LS Easy Dodge
Hash:,d7f95fe4bff87c8145406b39f9570432
Game Version:,3.0.3
Challenge Start:,H:M:S.s
Pause Count:,37
Pause Duration:,-2147483648.0

Input Lag:,0
Max FPS (config):,360.0
Sens Scale:,Apex Legends
Sens Increment:,0.722857
Horiz Sens:,2.3
Vert Sens:,2.3
DPI:,400
FOV:,110.0
FOVScale:,Apex Legends
Hide Gun:,false
Crosshair:,diamond.png
Crosshair Scale:,1.2
Crosshair Color:,0FF0FF000
Resolution:,1920x1080
Avg FPS:,286.326172
Resolution Scale:,100.0
