Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,15:26:13.055,ABSD Target T 01,ABSD Fully-auto,3.5s,71,40,0.563,240,426,0.563,false
2,15:26:18.490,ABSD Target B 01,ABSD Fully-auto,5.138s,80,40,0.5,240,480,0.5,false
3,15:26:23.909,ABSD Target T 02,ABSD Fully-auto,5.191s,91,40,0.44,240,546,0.44,false
4,15:26:29.783,ABSD Target B 02,ABSD Fully-auto,5.369s,100,40,0.4,240,600,0.4,false
5,15:26:35.252,ABSD Target T 03,ABSD Fully-auto,4.25s,86,40,0.465,240,516,0.465,false
6,15:26:40.936,ABSD Target B 03,ABSD Fully-auto,5.436s,101,40,0.396,240,606,0.396,false
7,15:26:46.147,ABSD Target T 04,ABSD Fully-auto,4.448s,90,40,0.444,240,540,0.444,false
8,15:26:50.428,ABSD Target B 04,ABSD Fully-auto,4.037s,72,40,0.556,240,432,0.556,false
9,15:26:54.886,ABSD Target T 05,ABSD Fully-auto,3.747s,76,40,0.526,240,456,0.526,false
10,15:27:00.418,ABSD Target B 05,ABSD Fully-auto,4.348s,80,40,0.5,240,480,0.5,false
11,15:27:07.564,ABSD Target T 06,ABSD Fully-auto,6.892s,108,40,0.37,240,648,0.37,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
ABSD Fully-auto,971,448,2688.0,5826.0,

Kills:,11
Deaths:,0
Fight Time:,52.355999
Avg TTK:,0
Damage Done:,2688.0
Damage Taken:,0.0
Midairs:,0
Midaired:,13
Directs:,0
Directed:,24
Reloads:,0
Distance Traveled:,14528.097656
Score:,2688.0
Scenario:,Stair Dodge Robots
Hash:,2b60a15bd7180087eac068742b0dd283
Game Version:,v2.6.3
Challenge Start:,15:26:08.758
Pause Count:,6
Pause Duration:,104

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Call of Duty
Horiz Sens:,7.2
Vert Sens:,7.2
DPI:,400
FOV:,120.0
FOVScale:,Custom
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
Resolution,1920x1080
Avg FPS,274.201172
Resolution Scale,100.0
