Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,20:26:51.306,Long Strafe Bot,ADSable Hitscan Cone,1.78s,989,459,0.464,437,900,0.486,false
2,20:26:53.528,Long Strafe Bot,ADSable Hitscan Cone,1.456s,813,481,0.592,449,740,0.607,false
3,20:26:55.345,Long Strafe Bot,ADSable Hitscan Cone,1.398s,780,464,0.595,428,710,0.603,false
4,20:26:58.494,Long Strafe Bot,ADSable Hitscan Cone,2.894s,1209,482,0.399,447,1100,0.406,false
5,20:27:02.274,Long Strafe Bot,ADSable Hitscan Cone,3.527s,1737,423,0.244,423,1580,0.268,false
6,20:27:06.828,Long Strafe Bot,ADSable Hitscan Cone,4.298s,1649,518,0.314,505,1500,0.337,false
7,20:27:08.120,Long Strafe Bot,ADSable Hitscan Cone,0.877s,494,405,0.82,370,450,0.822,false
8,20:27:10.822,Long Strafe Bot,ADSable Hitscan Cone,2.44s,1209,470,0.389,433,1100,0.394,false
9,20:27:13.840,Long Strafe Bot,ADSable Hitscan Cone,2.773s,1231,474,0.385,442,1120,0.395,false
10,20:27:16.602,Long Strafe Bot,ADSable Hitscan Cone,2.295s,1275,462,0.362,433,1160,0.373,false
11,20:27:19.677,Long Strafe Bot,ADSable Hitscan Cone,2.822s,1176,454,0.386,435,1070,0.407,false
12,20:27:22.503,Long Strafe Bot,ADSable Hitscan Cone,2.572s,1000,477,0.477,439,910,0.482,false
13,20:27:25.172,Long Strafe Bot,ADSable Hitscan Cone,2.441s,1044,475,0.455,436,950,0.459,false
14,20:27:27.091,Long Strafe Bot,ADSable Hitscan Cone,1.536s,857,476,0.555,439,780,0.563,false
15,20:27:30.448,Long Strafe Bot,ADSable Hitscan Cone,3.105s,1418,462,0.326,433,1290,0.336,false
16,20:27:32.463,Long Strafe Bot,ADSable Hitscan Cone,1.524s,813,475,0.584,435,740,0.588,false
17,20:27:36.625,Long Strafe Bot,ADSable Hitscan Cone,3.106s,1594,468,0.294,437,1450,0.301,false
18,20:27:39.852,Long Strafe Bot,ADSable Hitscan Cone,2.971s,1253,472,0.377,441,1140,0.387,false
19,20:27:42.340,Long Strafe Bot,ADSable Hitscan Cone,2.032s,1121,465,0.415,437,1020,0.428,false
20,20:27:44.696,Long Strafe Bot,ADSable Hitscan Cone,2.096s,835,463,0.554,433,760,0.57,false
21,20:27:49.012,Long Strafe Bot,ADSable Hitscan Cone,4.054s,1880,480,0.255,438,1710,0.256,false
22,20:27:51.477,Long Strafe Bot,ADSable Hitscan Cone,2.223s,1066,470,0.441,440,970,0.454,false
23,20:27:56.384,Long Strafe Bot,ADSable Hitscan Cone,3.575s,1825,483,0.265,435,1660,0.262,false
24,20:27:59.529,Long Strafe Bot,ADSable Hitscan Cone,2.884s,1198,478,0.399,437,1090,0.401,false
25,20:28:02.756,Long Strafe Bot,ADSable Hitscan Cone,2.971s,956,465,0.486,439,870,0.505,false
26,20:28:06.882,Long Strafe Bot,ADSable Hitscan Cone,3.866s,1583,478,0.302,438,1440,0.304,false
27,20:28:10.496,Long Strafe Bot,ADSable Hitscan Cone,3.376s,1220,552,0.452,496,1110,0.447,false
28,20:28:13.288,Long Strafe Bot,ADSable Hitscan Cone,2.434s,1264,402,0.318,378,1150,0.329,false
29,20:28:17.989,Long Strafe Bot,ADSable Hitscan Cone,4.438s,1990,471,0.237,437,1810,0.241,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
ADSable Hitscan Cone,35666,13684,12745.0,32450.0,

Kills:,29
Deaths:,0
Fight Time:,77.764
Avg TTK:,0
Damage Done:,12745.0
Damage Taken:,0.0
Midairs:,262
Midaired:,0
Directs:,939
Directed:,0
Reloads:,0
Distance Traveled:,0.0
Score:,5005.702148
Scenario:,Ascended Tracking Robots
Hash:,30eb744d26a1edf6e5605136f62e86a6
Game Version:,2.0.5.3
Challenge Start:,20:26:48.911
Pause Count:,53
Pause Duration:,1211

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Call of Duty
Horiz Sens:,7.5
Vert Sens:,7.5
FOV:,100.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
Resolution,1920x1080
Avg FPS,131.930054
Resolution Scale,100.0
