Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,15:05:39.231,smooth_1,Track Master 100,11.416000s,1143,600,0.524934,600.000000,1143.000000,0.524934,0
2,15:06:00.249,smooth_2,Track Master 100,20.757002s,1833,1000,0.545554,1000.000000,1833.000000,0.545554,0
3,15:06:31.171,smooth_3,Track Master 100,30.663002s,2683,900,0.335445,900.000000,2683.000000,0.335445,0
4,15:07:02.469,smooth_4,Track Master 100,31.037001s,2661,1000,0.375799,1000.000000,2661.000000,0.375799,0
5,15:07:39.998,smooth_5,Track Master 100,37.268002s,3286,700,0.213025,700.000000,3286.000000,0.213025,0
6,15:08:02.119,smooth_6,Track Master 100,21.855001s,1659,500,0.301386,500.000000,1659.000000,0.301386,0
7,15:08:33.875,smooth_7,Track Master 100,31.494001s,2687,700,0.260514,700.000000,2687.000000,0.260514,0
8,15:09:06.773,smooth_8,Track Master 100,32.888000s,2627,400,0.152265,400.000000,2627.000000,0.152265,0

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
Track Master 100,18579,5800,5800.0,18579.0,

Kills:,8
Deaths:,0
Fight Time:,217.378006
Avg TTK:,27.425524
Damage Done:,5800.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
Score:,780.507141
Scenario:,Thin Gauntlet
Hash:,c9ac12b07df37670e1fe392eafd263d9
Game Version:,3.0.3
Challenge Start:,H:M:S.s
Pause Count:,16
Pause Duration:,0.0

Input Lag:,0
Max FPS (config):,144.0
Sens Scale:,Apex Legends
Sens Increment:,0.722857
Horiz Sens:,2.3
Vert Sens:,2.3
DPI:,400
FOV:,110.0
FOVScale:,Apex Legends
Hide Gun:,false
Crosshair:,diamond.png
Crosshair Scale:,1.2
Crosshair Color:,0FF0FF000
Resolution:,1920x1080
Avg FPS:,143.981232
Resolution Scale:,100.0
