Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,20:05:07.057,regen_dot,Poke-Drill,1.287s,130,64,0.492,64,130,0.492,false
2,20:05:09.647,regen_dot,Poke-Drill,1.683s,151,77,0.51,77,151,0.51,false
3,20:05:11.212,regen_dot,Poke-Drill,1.028s,104,64,0.615,64,104,0.615,false
4,20:05:13.479,regen_dot,Poke-Drill,1.746s,176,91,0.517,91,176,0.517,false
5,20:05:14.719,regen_dot,Poke-Drill,0.547s,56,50,0.893,50,56,0.893,false
6,20:05:16.061,regen_dot,Poke-Drill,1.113s,89,51,0.573,51,89,0.573,false
7,20:05:18.539,regen_dot,Poke-Drill,1.389s,140,71,0.507,71,140,0.507,false
8,20:05:20.700,regen_dot,Poke-Drill,1.925s,138,83,0.601,83,138,0.601,false
9,20:05:22.734,regen_dot,Poke-Drill,1.089s,110,69,0.627,69,110,0.627,false
10,20:05:26.252,regen_dot,Poke-Drill,2.557s,257,116,0.451,116,257,0.451,false
11,20:05:28.034,regen_dot,Poke-Drill,1.407s,142,77,0.542,77,142,0.542,false
12,20:05:29.852,regen_dot,Poke-Drill,0.867s,88,57,0.648,57,88,0.648,false
13,20:05:31.868,regen_dot,Poke-Drill,1.199s,121,65,0.537,65,121,0.537,false
14,20:05:34.674,regen_dot,Poke-Drill,2.547s,177,93,0.525,93,177,0.525,false
15,20:05:37.532,regen_dot,Poke-Drill,2.606s,236,100,0.424,100,236,0.424,false
16,20:05:39.971,regen_dot,Poke-Drill,1.208s,122,57,0.467,57,122,0.467,false
17,20:05:41.708,regen_dot,Poke-Drill,1.51s,127,58,0.457,58,127,0.457,false
18,20:05:43.399,regen_dot,Poke-Drill,1.198s,121,71,0.587,71,121,0.587,false
19,20:05:45.336,regen_dot,Poke-Drill,1.679s,91,57,0.626,57,91,0.626,false
20,20:05:47.472,regen_dot,Poke-Drill,1.887s,116,64,0.552,64,116,0.552,false
21,20:05:49.067,regen_dot,Poke-Drill,1.342s,75,50,0.667,50,75,0.667,false
22,20:05:51.844,regen_dot,Poke-Drill,2.52s,157,77,0.49,77,157,0.49,false
23,20:05:54.009,regen_dot,Poke-Drill,1.919s,121,57,0.471,57,121,0.471,false
24,20:05:55.254,regen_dot,Poke-Drill,0.525s,54,50,0.926,50,54,0.926,false
25,20:05:58.423,regen_dot,Poke-Drill,2.919s,184,84,0.457,84,184,0.457,false
26,20:06:00.583,regen_dot,Poke-Drill,1.931s,135,75,0.556,75,135,0.556,false
27,20:06:02.428,regen_dot,Poke-Drill,1.347s,136,69,0.507,69,136,0.507,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
Poke-Drill,3736,1981,1981.0,3736.0,

Kills:,28
Deaths:,0
Fight Time:,45.103001
Avg TTK:,0
Damage Done:,1981.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
Score:,28.0
Scenario:,TamTS Warzone
Hash:,60aae8a70af86e8feb5be02a6329003d
Game Version:,2.0.5.3
Challenge Start:,20:05:04.758
Pause Count:,5
Pause Duration:,595

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Call of Duty
Horiz Sens:,7.0
Vert Sens:,7.0
FOV:,100.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
Resolution,1920x1080
Avg FPS,294.250763
Resolution Scale,100.0
