Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,22:54:52.000,air_close_short,LG,14.604s,1155,461,0.399,601.142,1506.107,0.399,false
2,22:55:05.919,air1_far_short,LG,12.747s,1021,461,0.452,601.142,1331.377,0.452,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
LG,4236,1349,1759.074341,5523.859863,

Kills:,2
Deaths:,0
Fight Time:,27.351
Avg TTK:,0
Damage Done:,1759.074341
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,39.696655
Score:,12313.520508
Scenario:,Warzone High Ground Tracking
Hash:,92f5913fa20485b0b9e13c4f71aaffaa
Game Version:,2.0.5.2
Challenge Start:,22:54:36.236
Pause Count:,20
Pause Duration:,260

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Call of Duty
Horiz Sens:,5.0
Vert Sens:,5.0
FOV:,103.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
Resolution,1920x1080
Avg FPS,355.559235
Resolution Scale,100.0
