Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,16:49:46.333,Long Strafe Bot,ADSable Hitscan Cone,2.741s,1517,471,0.31,436,1380,0.316,false
2,16:49:48.685,Long Strafe Bot,ADSable Hitscan Cone,2.094s,1077,474,0.44,433,980,0.442,false
3,16:49:53.094,Long Strafe Bot,ADSable Hitscan Cone,3.655s,2023,469,0.232,434,1840,0.236,false
4,16:49:55.446,Long Strafe Bot,ADSable Hitscan Cone,1.375s,769,468,0.609,433,700,0.619,false
5,16:49:59.254,Long Strafe Bot,ADSable Hitscan Cone,2.757s,1528,478,0.313,433,1390,0.312,false
6,16:50:02.257,Long Strafe Bot,ADSable Hitscan Cone,2.093s,1165,473,0.406,439,1060,0.414,false
7,16:50:06.618,Long Strafe Bot,ADSable Hitscan Cone,4.25s,1957,451,0.23,434,1780,0.244,false
8,16:50:09.600,Long Strafe Bot,ADSable Hitscan Cone,2.233s,1242,473,0.381,433,1130,0.383,false
9,16:50:12.869,Long Strafe Bot,ADSable Hitscan Cone,3.007s,1231,478,0.388,436,1120,0.389,false
10,16:50:15.959,Long Strafe Bot,ADSable Hitscan Cone,2.833s,1308,476,0.364,438,1190,0.368,false
11,16:50:19.843,Long Strafe Bot,ADSable Hitscan Cone,3.623s,1363,439,0.322,439,1240,0.354,false
12,16:50:23.774,Long Strafe Bot,ADSable Hitscan Cone,3.675s,1594,480,0.301,436,1450,0.301,false
13,16:50:26.800,Long Strafe Bot,ADSable Hitscan Cone,2.786s,1154,480,0.416,441,1050,0.42,false
14,16:50:30.813,Long Strafe Bot,ADSable Hitscan Cone,2.401s,1330,486,0.365,437,1210,0.361,false
15,16:50:34.234,Long Strafe Bot,ADSable Hitscan Cone,2.46s,1363,469,0.344,437,1240,0.352,false
16,16:50:36.919,Long Strafe Bot,ADSable Hitscan Cone,1.995s,1110,437,0.394,435,1010,0.431,false
17,16:50:41.878,Long Strafe Bot,ADSable Hitscan Cone,4.033s,2232,472,0.211,435,2030,0.214,false
18,16:50:45.999,Long Strafe Bot,ADSable Hitscan Cone,3.875s,1759,440,0.25,440,1600,0.275,false
19,16:50:50.086,Long Strafe Bot,ADSable Hitscan Cone,3.455s,1913,463,0.242,433,1740,0.249,false
20,16:50:53.161,Long Strafe Bot,ADSable Hitscan Cone,2.814s,1352,473,0.35,441,1230,0.359,false
21,16:50:56.196,Long Strafe Bot,ADSable Hitscan Cone,2.524s,1341,443,0.33,437,1220,0.358,false
22,16:50:59.755,Long Strafe Bot,ADSable Hitscan Cone,3.3s,1517,469,0.309,437,1380,0.317,false
23,16:51:02.786,Long Strafe Bot,ADSable Hitscan Cone,2.78s,1407,474,0.337,436,1280,0.341,false
24,16:51:07.577,Long Strafe Bot,ADSable Hitscan Cone,2.733s,1517,476,0.314,435,1380,0.315,false
25,16:51:10.997,Long Strafe Bot,ADSable Hitscan Cone,2.934s,1627,459,0.282,439,1480,0.297,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
ADSable Hitscan Cone,37177,11848,11074.0,33820.0,

Kills:,25
Deaths:,0
Fight Time:,72.426003
Avg TTK:,0
Damage Done:,11074.0
Damage Taken:,0.0
Midairs:,173
Midaired:,0
Directs:,774
Directed:,0
Reloads:,0
Distance Traveled:,0.0
Score:,3626.063965
Scenario:,Ascended Tracking Robots
Hash:,30eb744d26a1edf6e5605136f62e86a6
Game Version:,2.0.5.2
Challenge Start:,16:49:42.636
Pause Count:,49
Pause Duration:,139

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Call of Duty
Horiz Sens:,7.0
Vert Sens:,7.0
FOV:,100.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
Resolution,1920x1080
Avg FPS,126.725906
Resolution Scale,100.0
