Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,00:03:58.990,target_decay,pistol,3.623s,5,1,0.2,25,250,0.1,false
2,00:04:06.171,target_decay,pistol,6.32s,8,1,0.125,25,400,0.062,false
3,00:04:07.016,target_decay,pistol,0s,1,1,1,25,50,0.5,false
4,00:04:12.302,target_decay,pistol,4.466s,6,1,0.167,25,300,0.083,false
5,00:04:13.969,target_decay,pistol,0.731s,2,1,0.5,25,100,0.25,false
6,00:04:19.250,target_decay,pistol,4.483s,6,1,0.167,25,300,0.083,false
7,00:04:20.064,target_decay,pistol,0s,1,1,1,25,50,0.5,false
8,00:04:20.920,target_decay,pistol,0.001s,1,1,1,25,50,0.5,false
9,00:04:21.708,target_decay,pistol,0s,1,1,1,25,50,0.5,false
10,00:04:23.387,target_decay,pistol,0.865s,2,1,0.5,25,100,0.25,false
11,00:04:24.195,target_decay,pistol,0.001s,1,1,1,25,50,0.5,false
12,00:04:26.733,target_decay,pistol,1.723s,3,1,0.333,25,150,0.167,false
13,00:04:28.401,target_decay,pistol,0.849s,2,1,0.5,25,100,0.25,false
14,00:04:31.911,target_decay,pistol,2.677s,4,1,0.25,25,200,0.125,false
15,00:04:44.669,target_decay,pistol,11.943s,14,1,0.071,25,700,0.036,false
16,00:04:47.208,target_decay,pistol,1.619s,3,1,0.333,25,150,0.167,false
17,00:04:49.751,target_decay,pistol,1.738s,3,1,0.333,25,150,0.167,false
18,00:04:54.097,target_decay,pistol,3.541s,5,1,0.2,25,250,0.1,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol,68,18,450.0,3400.0,,,,,,false,plus.png,1.0,FFFF00,,,

Kills:,18
Deaths:,0
Fight Time:,44.580002
Avg TTK:,0
Damage Done:,450.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
Score:,476.470612
Scenario:,Reflex Flick - Fair
Hash:,a51ec6c2d75ccb78bdb0d20bf4ce9cb7
Game Version:,v2.6.3
Challenge Start:,00:03:54.764
Pause Count:,6
Pause Duration:,24

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Call of Duty
Horiz Sens:,6.7
Vert Sens:,6.7
DPI:,400
FOV:,120.0
FOVScale:,Custom
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
Resolution,1920x1080
Avg FPS,293.928467
Resolution Scale,100.0
