Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,19:17:02.468,target_decay,pistol,3.542s,5,1,0.2,25,250,0.1,false
2,19:17:04.117,target_decay,pistol,0.8s,2,1,0.5,25,100,0.25,false
3,19:17:11.232,target_decay,pistol,6.015s,7,1,0.143,25,350,0.071,false
4,19:17:14.735,target_decay,pistol,2.667s,4,1,0.25,25,200,0.125,false
5,19:17:16.371,target_decay,pistol,0s,1,1,1,25,50,0.5,false
6,19:17:18.959,target_decay,pistol,1.476s,3,1,0.333,25,150,0.167,false
7,19:17:20.699,target_decay,pistol,0.858s,2,1,0.5,25,100,0.25,false
8,19:17:21.445,target_decay,pistol,0.001s,1,1,1,25,50,0.5,false
9,19:17:25.807,target_decay,pistol,3.535s,4,1,0.25,25,200,0.125,false
10,19:17:28.399,target_decay,pistol,1.799s,3,1,0.333,25,150,0.167,false
11,19:17:35.411,target_decay,pistol,6.173s,9,1,0.111,25,450,0.056,false
12,19:17:38.976,target_decay,pistol,2.765s,4,1,0.25,25,200,0.125,false
13,19:17:40.692,target_decay,pistol,0s,1,1,1,25,50,0.5,false
14,19:17:44.187,target_decay,pistol,2.651s,5,1,0.2,25,250,0.1,false
15,19:17:45.017,target_decay,pistol,0s,1,1,1,25,50,0.5,false
16,19:17:46.715,target_decay,pistol,0.872s,2,1,0.5,25,100,0.25,false
17,19:17:50.082,target_decay,pistol,2.491s,4,1,0.25,25,200,0.125,false
18,19:17:50.831,target_decay,pistol,0s,1,1,1,25,50,0.5,false
19,19:17:52.597,target_decay,pistol,0.992s,2,1,0.5,25,100,0.25,false
20,19:17:53.382,target_decay,pistol,0s,1,1,1,25,50,0.5,false
21,19:17:56.020,target_decay,pistol,1.788s,3,1,0.333,25,150,0.167,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol,67,21,525.0,3350.0,,,,,,false,plus.png,1.0,FFFF00,,,

Kills:,21
Deaths:,0
Fight Time:,38.424999
Avg TTK:,0
Damage Done:,525.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
Score:,658.208984
Scenario:,Reflex Flick - Fair
Hash:,a51ec6c2d75ccb78bdb0d20bf4ce9cb7
Game Version:,2.0.5.3
Challenge Start:,19:16:58.398
Pause Count:,41
Pause Duration:,1785

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Call of Duty
Horiz Sens:,7.5
Vert Sens:,7.5
FOV:,100.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
Resolution,1920x1080
Avg FPS,222.126022
Resolution Scale,100.0
