Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,06:20:44.129,air1F_close_long,LG,175.911s,1611,1000,0.621,1000,1611,0.621,false
2,06:23:40.214,air1F_close_long,LG,175.79s,1566,1000,0.639,1000,1566,0.639,false
3,06:26:44.310,air1F_close_long,LG,183.862s,1638,1000,0.611,1000,1638,0.611,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
LG,5384,3360,3360.0,5384.0,

Kills:,3
Deaths:,0
Fight Time:,535.562988
Avg TTK:,0
Damage Done:,3360.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
Score:,3360.0
Scenario:,fuglaaXYLongstrafes 10 Min
Hash:,55b905a270e30d47681313b6ff27e31b
Game Version:,2.0.5.3
Challenge Start:,06:17:47.162
Pause Count:,7
Pause Duration:,780

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Call of Duty
Horiz Sens:,7.5
Vert Sens:,7.5
FOV:,100.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
Resolution,1920x1080
Avg FPS,287.517517
Resolution Scale,100.0
