Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,15:09:24.985,smooth_1,Track Master 100,12.097000s,1133,600,0.529568,600.000000,1133.000000,0.529568,0
2,15:09:46.202,smooth_2,Track Master 100,20.959002s,1814,1000,0.551268,1000.000000,1814.000000,0.551268,0
3,15:10:19.875,smooth_3,Track Master 100,33.415001s,2984,900,0.301609,900.000000,2984.000000,0.301609,0
4,15:10:46.975,smooth_4,Track Master 100,26.840002s,2420,1000,0.413223,1000.000000,2420.000000,0.413223,0
5,15:11:19.468,smooth_5,Track Master 100,32.233002s,2837,700,0.246740,700.000000,2837.000000,0.246740,0
6,15:11:39.836,smooth_6,Track Master 100,20.109001s,1627,500,0.307314,500.000000,1627.000000,0.307314,0
7,15:12:22.192,smooth_7,Track Master 100,42.097000s,3798,700,0.184308,700.000000,3798.000000,0.184308,0
8,15:12:58.964,smooth_8,Track Master 100,36.762001s,2991,400,0.133735,400.000000,2991.000000,0.133735,0

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
Track Master 100,19604,5800,5800.0,19604.0,

Kills:,8
Deaths:,0
Fight Time:,224.512009
Avg TTK:,28.338079
Damage Done:,5800.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,966.044067
Score:,773.339905
Scenario:,Thin Gauntlet
Hash:,c9ac12b07df37670e1fe392eafd263d9
Game Version:,3.0.3
Challenge Start:,H:M:S.s
Pause Count:,17
Pause Duration:,-2147483648.0

Input Lag:,0
Max FPS (config):,144.0
Sens Scale:,Apex Legends
Sens Increment:,0.722857
Horiz Sens:,2.3
Vert Sens:,2.3
DPI:,400
FOV:,110.0
FOVScale:,Apex Legends
Hide Gun:,false
Crosshair:,diamond.png
Crosshair Scale:,1.2
Crosshair Color:,0FF0FF000
Resolution:,1920x1080
Avg FPS:,143.955902
Resolution Scale:,100.0
