Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,20:14:34.534,target_decay,pistol,2.621s,4,1,0.25,25,200,0.125,false
2,20:14:40.687,target_decay,pistol,5.388s,8,1,0.125,25,400,0.062,false
3,20:14:43.281,target_decay,pistol,1.716s,3,1,0.333,25,150,0.167,false
4,20:14:44.118,target_decay,pistol,0s,1,1,1,25,50,0.5,false
5,20:14:49.359,target_decay,pistol,4.436s,6,1,0.167,25,300,0.083,false
6,20:14:51.021,target_decay,pistol,0.873s,2,1,0.5,25,100,0.25,false
7,20:14:54.562,target_decay,pistol,2.777s,4,1,0.25,25,200,0.125,false
8,20:14:55.312,target_decay,pistol,0s,1,1,1,25,50,0.5,false
9,20:14:56.146,target_decay,pistol,0s,1,1,1,25,50,0.5,false
10,20:14:57.953,target_decay,pistol,1.024s,2,1,0.5,25,100,0.25,false
11,20:14:58.707,target_decay,pistol,0.001s,1,1,1,25,50,0.5,false
12,20:15:00.324,target_decay,pistol,0.822s,2,1,0.5,25,100,0.25,false
13,20:15:04.634,target_decay,pistol,3.573s,5,1,0.2,25,250,0.1,false
14,20:15:10.822,target_decay,pistol,5.467s,7,1,0.143,25,350,0.071,false
15,20:15:11.563,target_decay,pistol,0s,1,1,1,25,50,0.5,false
16,20:15:12.362,target_decay,pistol,0s,1,1,1,25,50,0.5,false
17,20:15:17.676,target_decay,pistol,4.402s,4,1,0.25,25,200,0.125,false
18,20:15:20.206,target_decay,pistol,1.742s,3,1,0.333,25,150,0.167,false
19,20:15:21.809,target_decay,pistol,0.833s,2,1,0.5,25,100,0.25,false
20,20:15:26.230,target_decay,pistol,3.607s,4,1,0.25,25,200,0.125,false
21,20:15:26.989,target_decay,pistol,0s,1,1,1,25,50,0.5,false
22,20:15:29.555,target_decay,pistol,1.765s,3,1,0.333,25,150,0.167,false
23,20:15:30.324,target_decay,pistol,0s,1,1,1,25,50,0.5,false
24,20:15:31.178,target_decay,pistol,0.001s,1,1,1,25,50,0.5,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol,68,24,600.0,3400.0,,,,,,false,plus.png,1.0,FFFF00,,,

Kills:,24
Deaths:,0
Fight Time:,41.048
Avg TTK:,0
Damage Done:,600.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
Score:,847.058838
Scenario:,Reflex Flick - Fair
Hash:,a51ec6c2d75ccb78bdb0d20bf4ce9cb7
Game Version:,2.0.5.3
Challenge Start:,20:14:31.388
Pause Count:,43
Pause Duration:,1198

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Call of Duty
Horiz Sens:,7.5
Vert Sens:,7.5
FOV:,100.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
Resolution,1920x1080
Avg FPS,221.288025
Resolution Scale,100.0
