Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,20:51:13.956,air_close_short,LG,9.91s,794,461,0.581,601.142,1035.379,0.581,false
2,20:51:26.079,air1_far_short,LG,11.085s,888,461,0.519,601.142,1157.951,0.519,false
3,20:51:41.655,Bot Profile,LG,15.3s,1156,461,0.399,601.142,1507.411,0.399,false
4,20:51:53.983,air1F_close_long,LG,11.049s,885,461,0.521,601.142,1154.039,0.521,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
LG,4013,1992,2597.517578,5233.023438,

Kills:,4
Deaths:,0
Fight Time:,47.344002
Avg TTK:,0
Damage Done:,2597.517578
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,39.696594
Score:,18182.623047
Scenario:,Warzone High Ground Tracking
Hash:,92f5913fa20485b0b9e13c4f71aaffaa
Game Version:,v2.6.1
Challenge Start:,20:51:02.343
Pause Count:,5
Pause Duration:,229

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Call of Duty
Horiz Sens:,7.6
Vert Sens:,7.6
DPI:,400
FOV:,100.0
FOVScale:,Custom
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
Resolution,1920x1080
Avg FPS,389.914581
Resolution Scale,100.0
