Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,17:28:00.093,regen_dot,Poke-Drill,5.204s,513,169,0.329,169,513,0.329,false
2,17:28:02.065,regen_dot,Poke-Drill,1.713s,136,60,0.441,60,136,0.441,false
3,17:28:04.520,regen_dot,Poke-Drill,2.219s,114,58,0.509,58,114,0.509,false
4,17:28:07.656,regen_dot,Poke-Drill,1.909s,192,88,0.458,88,192,0.458,false
5,17:28:11.015,regen_dot,Poke-Drill,3.1s,237,92,0.388,92,237,0.388,false
6,17:28:13.670,regen_dot,Poke-Drill,2.404s,128,75,0.586,75,128,0.586,false
7,17:28:18.140,regen_dot,Poke-Drill,3.801s,301,82,0.272,82,301,0.272,false
8,17:28:23.749,regen_dot,Poke-Drill,5.358s,459,181,0.394,181,459,0.394,false
9,17:28:24.996,regen_dot,Poke-Drill,1.028s,82,58,0.707,58,82,0.707,false
10,17:28:28.329,regen_dot,Poke-Drill,1.097s,111,64,0.577,64,111,0.577,false
11,17:28:32.069,regen_dot,Poke-Drill,3.49s,330,138,0.418,138,330,0.418,false
12,17:28:35.023,regen_dot,Poke-Drill,2.697s,200,84,0.42,84,200,0.42,false
13,17:28:37.379,regen_dot,Poke-Drill,2.096s,179,77,0.43,77,179,0.43,false
14,17:28:39.201,regen_dot,Poke-Drill,1.564s,125,71,0.568,71,125,0.568,false
15,17:28:40.783,regen_dot,Poke-Drill,0.62s,63,50,0.794,50,63,0.794,false
16,17:28:45.590,regen_dot,Poke-Drill,4.548s,392,160,0.408,160,392,0.408,false
17,17:28:48.443,regen_dot,Poke-Drill,2.596s,200,74,0.37,74,200,0.37,false
18,17:28:53.281,regen_dot,Poke-Drill,4.584s,427,134,0.314,134,427,0.314,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
Poke-Drill,4194,1715,1715.0,4194.0,

Kills:,18
Deaths:,0
Fight Time:,50.028
Avg TTK:,0
Damage Done:,1715.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
Score:,18.0
Scenario:,TamTS Warzone
Hash:,60aae8a70af86e8feb5be02a6329003d
Game Version:,2.0.5.2
Challenge Start:,17:27:53.899
Pause Count:,4
Pause Duration:,68

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Call of Duty
Horiz Sens:,5.0
Vert Sens:,5.0
FOV:,103.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
Resolution,1920x1080
Avg FPS,288.047394
Resolution Scale,100.0
