Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,18:49:41.454,air_close_short,LG,13.058s,1307,553,0.423,721.112,1704.308,0.423,false
2,18:49:53.834,air1_far_short,LG,12.125s,1137,553,0.486,721.112,1482.636,0.486,false
3,18:50:21.614,Bot Profile,LG,26.18s,2300,553,0.24,721.112,2999.136,0.24,false
4,18:50:32.750,air1F_close_long,LG,9.315s,851,553,0.65,721.112,1109.705,0.65,false
5,18:50:47.829,air1F_far_long,LG,14.031s,1291,553,0.428,721.112,1683.445,0.428,false
6,18:58:33.685,air1F_close_short,LG,465.605s,2152,553,0.257,721.112,2806.15,0.257,false
7,18:58:54.942,air1F_far_short,LG,21.003s,1765,553,0.313,721.112,2301.52,0.313,false
8,18:59:21.633,air1_UFO,LG,26.669s,2417,553,0.229,721.112,3151.698,0.229,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
LG,13221,4425,5770.353516,17239.341797,

Kills:,8
Deaths:,0
Fight Time:,587.986023
Avg TTK:,0
Damage Done:,5770.353516
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
Score:,848.374756
Scenario:,Ground Plaza Easy
Hash:,9e1dbc9b183966e69b73aca2836c8165
Game Version:,v2.6.1
Challenge Start:,18:58:21.357
Pause Count:,11
Pause Duration:,3522

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Call of Duty
Horiz Sens:,7.6
Vert Sens:,7.6
DPI:,400
FOV:,100.0
FOVScale:,Custom
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
Resolution,1920x1080
Avg FPS,350.406433
Resolution Scale,100.0
