Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,18:40:00.619,air_close_short,LG,10.828s,1084,553,0.51,721.112,1413.526,0.51,false
2,18:40:15.513,air1_far_short,LG,14.634s,1247,553,0.443,721.112,1626.071,0.443,false
3,18:40:46.177,Bot Profile,LG,30.408s,2453,553,0.225,721.112,3198.641,0.225,false
4,18:41:01.408,air1F_close_long,LG,14.98s,1333,553,0.415,721.112,1738.211,0.415,false
5,18:41:16.949,air1F_far_long,LG,15.284s,1428,553,0.387,721.112,1862.087,0.387,false
6,18:41:37.966,air1F_close_short,LG,20.764s,1927,553,0.287,721.112,2512.76,0.287,false
7,18:41:58.749,air1F_far_short,LG,20.523s,1786,553,0.31,721.112,2328.903,0.31,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
LG,13761,4424,5769.049316,17943.873047,

Kills:,8
Deaths:,0
Fight Time:,156.742004
Avg TTK:,0
Damage Done:,5769.049316
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
Score:,841.072266
Scenario:,Ground Plaza Easy
Hash:,9e1dbc9b183966e69b73aca2836c8165
Game Version:,2.0.5.3
Challenge Start:,18:39:49.164
Pause Count:,19
Pause Duration:,2708

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Call of Duty
Horiz Sens:,7.0
Vert Sens:,7.0
FOV:,100.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
Resolution,1920x1080
Avg FPS,315.104828
Resolution Scale,100.0
