Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,16:02:46.353,regen_dot,Poke-Drill,0.638s,65,50,0.769,50,65,0.769,false
2,16:02:48.140,regen_dot,Poke-Drill,1.298s,131,64,0.489,64,131,0.489,false
3,16:02:50.048,regen_dot,Poke-Drill,1.218s,123,61,0.496,61,123,0.496,false
4,16:02:53.925,regen_dot,Poke-Drill,2.908s,292,107,0.366,107,292,0.366,false
5,16:02:55.807,regen_dot,Poke-Drill,0.917s,93,64,0.688,64,93,0.688,false
6,16:02:56.841,regen_dot,Poke-Drill,0.894s,65,50,0.769,50,65,0.769,false
7,16:02:59.474,regen_dot,Poke-Drill,1.279s,129,57,0.442,57,129,0.442,false
8,16:03:00.778,regen_dot,Poke-Drill,0.719s,73,51,0.699,51,73,0.699,false
9,16:03:05.270,regen_dot,Poke-Drill,3.138s,315,142,0.451,142,315,0.451,false
10,16:03:07.673,regen_dot,Poke-Drill,1.767s,178,73,0.41,73,178,0.41,false
11,16:03:09.485,regen_dot,Poke-Drill,1.257s,127,75,0.591,75,127,0.591,false
12,16:03:10.823,regen_dot,Poke-Drill,0.648s,66,50,0.758,50,66,0.758,false
13,16:03:12.890,regen_dot,Poke-Drill,1.813s,131,77,0.588,77,131,0.588,false
14,16:03:14.646,regen_dot,Poke-Drill,0.849s,86,57,0.663,57,86,0.663,false
15,16:03:15.999,regen_dot,Poke-Drill,0.89s,90,64,0.711,64,90,0.711,false
16,16:03:18.885,regen_dot,Poke-Drill,2.627s,233,104,0.446,104,233,0.446,false
17,16:03:20.802,regen_dot,Poke-Drill,1.659s,51,50,0.98,50,51,0.98,false
18,16:03:22.299,regen_dot,Poke-Drill,1.243s,79,54,0.684,54,79,0.684,false
19,16:03:24.591,regen_dot,Poke-Drill,1.557s,157,79,0.503,79,157,0.503,false
20,16:03:25.871,regen_dot,Poke-Drill,1.038s,74,50,0.676,50,74,0.676,false
21,16:03:27.308,regen_dot,Poke-Drill,0.796s,81,50,0.617,50,81,0.617,false
22,16:03:29.021,regen_dot,Poke-Drill,1.461s,147,71,0.483,71,147,0.483,false
23,16:03:31.792,regen_dot,Poke-Drill,2.517s,112,68,0.607,68,112,0.607,false
24,16:03:35.964,regen_dot,Poke-Drill,2.707s,272,122,0.449,122,272,0.449,false
25,16:03:37.666,regen_dot,Poke-Drill,1.239s,125,59,0.472,59,125,0.472,false
26,16:03:40.792,regen_dot,Poke-Drill,2.186s,220,80,0.364,80,220,0.364,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
Poke-Drill,3794,1906,1906.0,3794.0,

Kills:,26
Deaths:,0
Fight Time:,39.263
Avg TTK:,0
Damage Done:,1906.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
Score:,26.0
Scenario:,TamTS Warzone
Hash:,60aae8a70af86e8feb5be02a6329003d
Game Version:,2.0.5.2
Challenge Start:,16:02:44.793
Pause Count:,6
Pause Duration:,15

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Call of Duty
Horiz Sens:,7.0
Vert Sens:,7.0
FOV:,100.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
Resolution,1920x1080
Avg FPS,286.595367
Resolution Scale,100.0
