Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,23:16:53.053,target_decay,pistol,0.571s,2,1,0.5,25,100,0.25,false
2,23:16:54.807,target_decay,pistol,1.097s,3,1,0.333,25,150,0.167,false
3,23:16:57.452,target_decay,pistol,1.874s,3,1,0.333,25,150,0.167,false
4,23:16:58.262,target_decay,pistol,0s,1,1,1,25,50,0.5,false
5,23:17:02.698,target_decay,pistol,3.573s,7,1,0.143,25,350,0.071,false
6,23:17:10.708,target_decay,pistol,7.247s,10,1,0.1,25,500,0.05,false
7,23:17:11.649,target_decay,pistol,0s,1,1,1,25,50,0.5,false
8,23:17:14.263,target_decay,pistol,1.623s,3,1,0.333,25,150,0.167,false
9,23:17:15.848,target_decay,pistol,0.642s,2,1,0.5,25,100,0.25,false
10,23:17:27.520,target_decay,pistol,10.795s,14,1,0.071,25,700,0.036,false
11,23:17:32.061,target_decay,pistol,3.34s,5,1,0.2,25,250,0.1,false
12,23:17:34.535,target_decay,pistol,1.654s,3,1,0.333,25,150,0.167,false
13,23:17:36.182,target_decay,pistol,0.636s,2,1,0.5,25,100,0.25,false
14,23:17:39.781,target_decay,pistol,2.719s,4,1,0.25,25,200,0.125,false
15,23:17:46.968,target_decay,pistol,6.419s,8,1,0.125,25,400,0.062,false
16,23:17:48.792,target_decay,pistol,0.913s,2,1,0.5,25,100,0.25,false
17,23:17:49.561,target_decay,pistol,0s,1,1,1,25,50,0.5,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol,73,17,425.0,3650.0,

Kills:,17
Deaths:,0
Fight Time:,43.103001
Avg TTK:,0
Damage Done:,425.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
Score:,395.890411
Scenario:,Reflex Flick - Fair
Hash:,a51ec6c2d75ccb78bdb0d20bf4ce9cb7
Game Version:,2.0.5.2
Challenge Start:,23:16:51.661
Pause Count:,41
Pause Duration:,388

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Call of Duty
Horiz Sens:,5.0
Vert Sens:,5.0
FOV:,103.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
Resolution,1920x1080
Avg FPS,220.951324
Resolution Scale,100.0
