Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,21:10:40.713,air_close_short,LG,8.973s,719,461,0.641,601.142,937.579,0.641,false
2,21:10:53.121,air1_far_short,LG,12.093s,902,461,0.511,601.142,1176.206,0.511,false
3,21:11:12.435,Bot Profile,LG,18.992s,1449,461,0.318,601.142,1889.47,0.318,false
4,21:11:24.043,air1F_close_long,LG,10.261s,822,461,0.561,601.142,1071.89,0.561,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
LG,4013,1879,2450.170654,5233.023438,

Kills:,4
Deaths:,0
Fight Time:,50.319
Avg TTK:,0
Damage Done:,2450.170654
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,39.696655
Score:,17151.195312
Scenario:,Warzone High Ground Tracking
Hash:,92f5913fa20485b0b9e13c4f71aaffaa
Game Version:,2.0.5.3
Challenge Start:,21:10:30.214
Pause Count:,22
Pause Duration:,101

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Call of Duty
Horiz Sens:,7.4
Vert Sens:,7.4
FOV:,100.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
Resolution,1920x1080
Avg FPS,359.11438
Resolution Scale,100.0
