Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,17:57:09.214,Quaker Bot Long Strafes,LG,5.318000s,114,67,0.587719,402.000000,684.000000,0.587719,0
2,17:57:16.041,Quaker Bot Long Strafes,LG,6.548000s,130,67,0.515385,402.000000,780.000000,0.515385,0
3,17:57:23.778,Quaker Bot Long Strafes,LG,7.101000s,143,67,0.468531,402.000000,858.000000,0.468531,0
4,17:57:31.115,Quaker Bot Long Strafes,LG,6.474000s,137,67,0.489051,402.000000,822.000000,0.489051,0
5,17:57:37.552,Quaker Bot Long Strafes,LG,5.796000s,124,67,0.540323,402.000000,744.000000,0.540323,0
6,17:57:43.437,Quaker Bot Long Strafes,LG,5.337000s,116,67,0.577586,402.000000,696.000000,0.577586,0
7,17:57:49.503,Quaker Bot Long Strafes,LG,5.684000s,120,67,0.558333,402.000000,720.000000,0.558333,0
8,17:57:56.068,Quaker Bot Long Strafes,LG,5.615000s,115,67,0.582609,402.000000,690.000000,0.582609,0
9,17:58:03.213,Quaker Bot Long Strafes,LG,6.647000s,137,67,0.489051,402.000000,822.000000,0.489051,0

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
LG,1139,605,3630.0,6834.0,

Kills:,9
Deaths:,0
Fight Time:,54.520004
Avg TTK:,6.777738
Damage Done:,3630.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,57745.984375
Score:,15890.0
Scenario:,Close LS Easy Dodge
Hash:,d7f95fe4bff87c8145406b39f9570432
Game Version:,3.0.3
Challenge Start:,H:M:S.s
Pause Count:,40
Pause Duration:,0.0

Input Lag:,0
Max FPS (config):,360.0
Sens Scale:,Apex Legends
Sens Increment:,0.722857
Horiz Sens:,2.3
Vert Sens:,2.3
DPI:,400
FOV:,110.0
FOVScale:,Apex Legends
Hide Gun:,false
Crosshair:,diamond.png
Crosshair Scale:,1.2
Crosshair Color:,0FF0FF000
Resolution:,1920x1080
Avg FPS:,288.951294
Resolution Scale:,100.0
