Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,19:16:00.855,target_decay,pistol,6.113s,8,1,0.125,25,400,0.062,false
2,19:16:01.690,target_decay,pistol,0s,1,1,1,25,50,0.5,false
3,19:16:08.719,target_decay,pistol,6.266s,7,1,0.143,25,350,0.071,false
4,19:16:15.851,target_decay,pistol,6.313s,7,1,0.143,25,350,0.071,false
5,19:16:17.435,target_decay,pistol,0.783s,2,1,0.5,25,100,0.25,false
6,19:16:20.990,target_decay,pistol,2.76s,4,1,0.25,25,200,0.125,false
7,19:16:23.714,target_decay,pistol,1.897s,3,1,0.333,25,150,0.167,false
8,19:16:24.448,target_decay,pistol,0s,1,1,1,25,50,0.5,false
9,19:16:25.330,target_decay,pistol,0s,1,1,1,25,50,0.5,false
10,19:16:28.850,target_decay,pistol,2.71s,5,1,0.2,25,250,0.1,false
11,19:16:30.592,target_decay,pistol,0s,1,1,1,25,50,0.5,false
12,19:16:32.391,target_decay,pistol,0.991s,2,1,0.5,25,100,0.25,false
13,19:16:36.830,target_decay,pistol,0.839s,2,1,0.5,25,100,0.25,false
14,19:16:38.705,target_decay,pistol,0.954s,2,1,0.5,25,100,0.25,false
15,19:16:44.007,target_decay,pistol,4.556s,7,1,0.143,25,350,0.071,false
16,19:16:44.720,target_decay,pistol,0s,1,1,1,25,50,0.5,false
17,19:16:47.249,target_decay,pistol,0.832s,2,1,0.5,25,100,0.25,false
18,19:16:48.002,target_decay,pistol,0s,1,1,1,25,50,0.5,false
19,19:16:48.772,target_decay,pistol,0s,1,1,1,25,50,0.5,false
20,19:16:51.469,target_decay,pistol,0.914s,2,1,0.5,25,100,0.25,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol,63,20,500.0,3150.0,,,,,,false,plus.png,1.0,FFFF00,,,

Kills:,20
Deaths:,0
Fight Time:,35.928001
Avg TTK:,0
Damage Done:,500.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
Score:,634.920654
Scenario:,Reflex Flick - Fair
Hash:,a51ec6c2d75ccb78bdb0d20bf4ce9cb7
Game Version:,2.0.5.3
Challenge Start:,19:15:54.059
Pause Count:,40
Pause Duration:,1784

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Call of Duty
Horiz Sens:,7.5
Vert Sens:,7.5
FOV:,100.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
Resolution,1920x1080
Avg FPS,221.720703
Resolution Scale,100.0
