Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,22:00:26.978,regen_dot,Poke-Drill,1.407s,142,69,0.486,69,142,0.486,false
2,22:00:28.920,regen_dot,Poke-Drill,1.448s,146,54,0.37,54,146,0.37,false
3,22:00:31.630,regen_dot,Poke-Drill,2.452s,169,81,0.479,81,169,0.479,false
4,22:00:33.278,regen_dot,Poke-Drill,1.389s,127,66,0.52,66,127,0.52,false
5,22:00:35.273,regen_dot,Poke-Drill,1.738s,149,71,0.477,71,149,0.477,false
6,22:00:37.319,regen_dot,Poke-Drill,1.785s,158,61,0.386,61,158,0.386,false
7,22:00:38.522,regen_dot,Poke-Drill,0.944s,80,50,0.625,50,80,0.625,false
8,22:00:40.736,regen_dot,Poke-Drill,1.961s,179,97,0.542,97,179,0.542,false
9,22:00:42.498,regen_dot,Poke-Drill,1.502s,93,57,0.613,57,93,0.613,false
10,22:00:43.997,regen_dot,Poke-Drill,1.24s,110,71,0.645,71,110,0.645,false
11,22:00:45.770,regen_dot,Poke-Drill,1.528s,139,84,0.604,84,139,0.604,false
12,22:00:47.871,regen_dot,Poke-Drill,1.699s,171,66,0.386,66,171,0.386,false
13,22:00:51.197,regen_dot,Poke-Drill,3.086s,284,103,0.363,103,284,0.363,false
14,22:00:53.498,regen_dot,Poke-Drill,1.687s,170,84,0.494,84,170,0.494,false
15,22:00:55.365,regen_dot,Poke-Drill,1.617s,107,50,0.467,50,107,0.467,false
16,22:00:57.625,regen_dot,Poke-Drill,1.319s,133,61,0.459,61,133,0.459,false
17,22:01:00.024,regen_dot,Poke-Drill,2.017s,203,97,0.478,97,203,0.478,false
18,22:01:02.510,regen_dot,Poke-Drill,2.233s,153,83,0.542,83,153,0.542,false
19,22:01:04.052,regen_dot,Poke-Drill,1.29s,128,59,0.461,59,128,0.461,false
20,22:01:07.005,regen_dot,Poke-Drill,2.693s,256,119,0.465,119,256,0.465,false
21,22:01:08.872,regen_dot,Poke-Drill,1.409s,142,61,0.43,61,142,0.43,false
22,22:01:10.898,regen_dot,Poke-Drill,1.767s,108,64,0.593,64,108,0.593,false
23,22:01:12.666,regen_dot,Poke-Drill,1.516s,75,50,0.667,50,75,0.667,false
24,22:01:15.755,regen_dot,Poke-Drill,2.839s,214,94,0.439,94,214,0.439,false
25,22:01:18.266,regen_dot,Poke-Drill,2.252s,159,70,0.44,70,159,0.44,false
26,22:01:20.954,regen_dot,Poke-Drill,2.429s,221,98,0.443,98,221,0.443,false
27,22:01:23.076,regen_dot,Poke-Drill,1.864s,142,66,0.465,66,142,0.465,false
28,22:01:24.652,regen_dot,Poke-Drill,1.325s,79,57,0.722,57,79,0.722,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
Poke-Drill,4239,2043,2043.0,4239.0,

Kills:,28
Deaths:,0
Fight Time:,50.436001
Avg TTK:,0
Damage Done:,2043.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
Score:,28.0
Scenario:,TamTS Warzone
Hash:,60aae8a70af86e8feb5be02a6329003d
Game Version:,2.0.5.3
Challenge Start:,22:00:24.851
Pause Count:,5
Pause Duration:,19

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Call of Duty
Horiz Sens:,7.5
Vert Sens:,7.5
FOV:,100.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
Resolution,1920x1080
Avg FPS,291.018311
Resolution Scale,100.0
