Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,20:46:13.353,target_decay,pistol,4.346s,5,1,0.2,25,250,0.1,false
2,20:46:16.765,target_decay,pistol,0.828s,2,1,0.5,25,100,0.25,false
3,20:46:18.500,target_decay,pistol,0.714s,2,1,0.5,25,100,0.25,false
4,20:46:20.117,target_decay,pistol,0.833s,2,1,0.5,25,100,0.25,false
5,20:46:20.895,target_decay,pistol,0s,1,1,1,25,50,0.5,false
6,20:46:23.440,target_decay,pistol,1.716s,3,1,0.333,25,150,0.167,false
7,20:47:06.098,target_decay,pistol,41.775s,10,1,0.1,25,500,0.05,false
8,20:47:06.913,target_decay,pistol,0s,1,1,1,25,50,0.5,false
9,20:47:07.676,target_decay,pistol,0s,1,1,1,25,50,0.5,false
10,20:47:11.213,target_decay,pistol,2.707s,3,1,0.333,25,150,0.167,false
11,20:47:13.921,target_decay,pistol,1.866s,3,1,0.333,25,150,0.167,false
12,20:47:15.634,target_decay,pistol,0s,1,1,1,25,50,0.5,false
13,20:47:17.288,target_decay,pistol,0.844s,2,1,0.5,25,100,0.25,false
14,20:47:19.829,target_decay,pistol,1.766s,3,1,0.333,25,150,0.167,false
15,20:47:20.553,target_decay,pistol,0s,1,1,1,25,50,0.5,false
16,20:47:22.211,target_decay,pistol,0.9s,2,1,0.5,25,100,0.25,false
17,20:47:23.915,target_decay,pistol,0.942s,2,1,0.5,25,100,0.25,false
18,20:47:24.632,target_decay,pistol,0s,1,1,1,25,50,0.5,false
19,20:47:26.218,target_decay,pistol,0s,1,1,1,25,50,0.5,false
20,20:47:27.017,target_decay,pistol,0s,1,1,1,25,50,0.5,false
21,20:47:29.515,target_decay,pistol,0.836s,2,1,0.5,25,100,0.25,false
22,20:47:31.242,target_decay,pistol,0.933s,2,1,0.5,25,100,0.25,false
23,20:47:33.731,target_decay,pistol,0.753s,2,1,0.5,25,100,0.25,false
24,20:47:40.950,target_decay,pistol,6.432s,7,1,0.143,25,350,0.071,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol,60,24,600.0,3000.0,,,,,,false,plus.png,1.0,FFFF00,,,

Kills:,24
Deaths:,0
Fight Time:,68.191002
Avg TTK:,0
Damage Done:,600.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
Score:,960.0
Scenario:,Reflex Flick - Fair
Hash:,a51ec6c2d75ccb78bdb0d20bf4ce9cb7
Game Version:,2.0.5.3
Challenge Start:,20:48:13.842
Pause Count:,27
Pause Duration:,682

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Call of Duty
Horiz Sens:,7.5
Vert Sens:,7.5
FOV:,100.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
Resolution,1920x1080
Avg FPS,223.478989
Resolution Scale,100.0
