Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,19:49:47.855,Long Strafe Bot,ADSable Hitscan Cone,1.995s,1110,437,0.394,437,1010,0.433,false
2,19:49:51.491,Long Strafe Bot,ADSable Hitscan Cone,2.539s,1407,469,0.333,440,1280,0.344,false
3,19:49:54.990,Long Strafe Bot,ADSable Hitscan Cone,3.249s,1418,508,0.358,474,1290,0.367,false
4,19:49:57.241,Long Strafe Bot,ADSable Hitscan Cone,1.985s,978,437,0.447,407,890,0.457,false
5,19:50:00.292,Long Strafe Bot,ADSable Hitscan Cone,2.795s,901,492,0.546,448,820,0.546,false
6,19:50:03.414,Long Strafe Bot,ADSable Hitscan Cone,2.859s,1583,458,0.289,431,1440,0.299,false
7,19:50:06.833,Long Strafe Bot,ADSable Hitscan Cone,2s,1110,470,0.423,439,1010,0.435,false
8,19:50:09.278,Long Strafe Bot,ADSable Hitscan Cone,1.876s,1044,471,0.451,435,950,0.458,false
9,19:50:13.299,Long Strafe Bot,ADSable Hitscan Cone,3.759s,1605,473,0.295,434,1460,0.297,false
10,19:50:17.150,Long Strafe Bot,ADSable Hitscan Cone,3.6s,1561,607,0.389,559,1420,0.394,false
11,19:50:19.956,Long Strafe Bot,ADSable Hitscan Cone,2.346s,1209,331,0.274,317,1100,0.288,false
12,19:50:23.338,Long Strafe Bot,ADSable Hitscan Cone,3.125s,1341,471,0.351,435,1220,0.357,false
13,19:50:26.390,Long Strafe Bot,ADSable Hitscan Cone,2.788s,1231,477,0.387,437,1120,0.39,false
14,19:50:29.422,Long Strafe Bot,ADSable Hitscan Cone,2.822s,1077,509,0.473,467,980,0.477,false
15,19:50:32.199,Long Strafe Bot,ADSable Hitscan Cone,2.275s,1154,446,0.386,407,1050,0.388,false
16,19:50:35.310,Long Strafe Bot,ADSable Hitscan Cone,2.617s,1451,459,0.316,438,1320,0.332,false
17,19:50:38.402,Long Strafe Bot,ADSable Hitscan Cone,1.918s,1066,474,0.445,438,970,0.452,false
18,19:50:41.455,Long Strafe Bot,ADSable Hitscan Cone,2.394s,1330,589,0.443,542,1210,0.448,false
19,19:50:43.788,Long Strafe Bot,ADSable Hitscan Cone,2.074s,912,361,0.396,330,830,0.398,false
20,19:50:46.505,Long Strafe Bot,ADSable Hitscan Cone,2.196s,1220,448,0.367,436,1110,0.393,false
21,19:50:50.471,Long Strafe Bot,ADSable Hitscan Cone,3.705s,1352,437,0.323,435,1230,0.354,false
22,19:50:54.802,Long Strafe Bot,ADSable Hitscan Cone,3.681s,2034,666,0.327,647,1850,0.35,false
23,19:50:56.515,Long Strafe Bot,ADSable Hitscan Cone,1.452s,659,239,0.363,223,600,0.372,false
24,19:50:58.827,Long Strafe Bot,ADSable Hitscan Cone,1.779s,989,436,0.441,436,900,0.484,false
25,19:51:02.727,Long Strafe Bot,ADSable Hitscan Cone,2.417s,1341,475,0.354,441,1220,0.361,false
26,19:51:04.781,Long Strafe Bot,ADSable Hitscan Cone,1.79s,835,471,0.564,439,760,0.578,false
27,19:51:08.058,Long Strafe Bot,ADSable Hitscan Cone,3.018s,1462,449,0.307,433,1330,0.326,false
28,19:51:11.591,Long Strafe Bot,ADSable Hitscan Cone,2.62s,1451,529,0.365,496,1320,0.376,false
29,19:51:14.305,Long Strafe Bot,ADSable Hitscan Cone,2.236s,1242,411,0.331,384,1130,0.34,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
ADSable Hitscan Cone,36073,13500,12685.0,32820.0,

Kills:,29
Deaths:,0
Fight Time:,73.910004
Avg TTK:,0
Damage Done:,12685.0
Damage Taken:,0.0
Midairs:,164
Midaired:,0
Directs:,815
Directed:,0
Reloads:,0
Distance Traveled:,0.0
Score:,4902.779785
Scenario:,Ascended Tracking Robots
Hash:,30eb744d26a1edf6e5605136f62e86a6
Game Version:,2.0.5.2
Challenge Start:,19:49:45.089
Pause Count:,48
Pause Duration:,218

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Call of Duty
Horiz Sens:,7.0
Vert Sens:,7.0
FOV:,100.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
Resolution,1920x1080
Avg FPS,133.878174
Resolution Scale,100.0
