Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,16:45:04.262,Long Strafe Bot,ADSable Hitscan Cone,3.176s,1759,457,0.26,433,1600,0.271,false
2,16:45:07.949,Long Strafe Bot,ADSable Hitscan Cone,3.43s,1627,486,0.299,441,1480,0.298,false
3,16:45:11.677,Long Strafe Bot,ADSable Hitscan Cone,3.471s,1682,454,0.27,433,1530,0.283,false
4,16:45:15.754,Long Strafe Bot,ADSable Hitscan Cone,3.822s,1946,487,0.25,448,1770,0.253,false
5,16:45:18.711,Long Strafe Bot,ADSable Hitscan Cone,2.709s,1436,476,0.331,431,1306,0.33,false
6,16:45:21.995,Long Strafe Bot,ADSable Hitscan Cone,3.021s,1044,473,0.453,437,950,0.46,false
7,16:45:24.686,Long Strafe Bot,ADSable Hitscan Cone,2.438s,1187,487,0.41,439,1080,0.406,false
8,16:45:26.828,Long Strafe Bot,ADSable Hitscan Cone,1.88s,813,479,0.589,437,740,0.591,false
9,16:45:29.665,Long Strafe Bot,ADSable Hitscan Cone,2.635s,1209,473,0.391,439,1100,0.399,false
10,16:45:31.885,Long Strafe Bot,ADSable Hitscan Cone,1.659s,923,474,0.514,435,840,0.518,false
11,16:45:34.339,Long Strafe Bot,ADSable Hitscan Cone,1.855s,1033,445,0.431,439,940,0.467,false
12,16:45:37.474,Long Strafe Bot,ADSable Hitscan Cone,2.22s,1231,509,0.413,467,1120,0.417,false
13,16:45:39.869,Long Strafe Bot,ADSable Hitscan Cone,2.141s,868,444,0.512,411,790,0.52,false
14,16:45:44.636,Long Strafe Bot,ADSable Hitscan Cone,2.618s,1451,480,0.331,438,1320,0.332,false
15,16:45:47.821,Long Strafe Bot,ADSable Hitscan Cone,2.994s,1286,582,0.453,528,1170,0.451,false
16,16:45:51.145,Long Strafe Bot,ADSable Hitscan Cone,3.08s,1702,535,0.314,503,1548,0.325,false
17,16:45:52.830,Long Strafe Bot,ADSable Hitscan Cone,1.421s,791,306,0.387,287,720,0.399,false
18,16:45:57.034,Long Strafe Bot,ADSable Hitscan Cone,3.967s,1319,468,0.355,435,1200,0.363,false
19,16:46:00.244,Long Strafe Bot,ADSable Hitscan Cone,2.572s,1407,464,0.33,433,1280,0.338,false
20,16:46:03.823,Long Strafe Bot,ADSable Hitscan Cone,2.255s,1253,476,0.38,442,1140,0.388,false
21,16:46:07.166,Long Strafe Bot,ADSable Hitscan Cone,2.414s,1341,443,0.33,437,1220,0.358,false
22,16:46:10.347,Long Strafe Bot,ADSable Hitscan Cone,2.919s,1407,469,0.333,436,1280,0.341,false
23,16:46:13.542,Long Strafe Bot,ADSable Hitscan Cone,2.673s,1484,479,0.323,440,1350,0.326,false
24,16:46:17.390,Long Strafe Bot,ADSable Hitscan Cone,3.59s,1418,477,0.336,439,1290,0.34,false
25,16:46:21.653,Long Strafe Bot,ADSable Hitscan Cone,4.002s,1792,460,0.257,433,1630,0.266,false
26,16:46:26.152,Long Strafe Bot,ADSable Hitscan Cone,4.237s,1726,433,0.251,433,1570,0.276,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
ADSable Hitscan Cone,36839,12896,11996.0,33514.0,

Kills:,27
Deaths:,0
Fight Time:,76.600998
Avg TTK:,0
Damage Done:,11996.0
Damage Taken:,0.0
Midairs:,293
Midaired:,0
Directs:,900
Directed:,0
Reloads:,0
Distance Traveled:,0.0
Score:,4293.847656
Scenario:,Ascended Tracking Robots
Hash:,30eb744d26a1edf6e5605136f62e86a6
Game Version:,2.0.5.2
Challenge Start:,16:44:59.700
Pause Count:,46
Pause Duration:,135

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Call of Duty
Horiz Sens:,7.0
Vert Sens:,7.0
FOV:,100.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
Resolution,1920x1080
Avg FPS,130.741684
Resolution Scale,100.0
