Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,23:44:48.603,air1F_close_short,LG,291.753s,2914,1000,0.343,1000,2914,0.343,false
2,23:49:38.765,air1F_close_short,LG,288.096s,2862,1000,0.349,1000,2862,0.349,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
LG,5912,2047,2047.0,5912.0,

Kills:,2
Deaths:,0
Fight Time:,579.848999
Avg TTK:,0
Damage Done:,2047.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
Score:,2047.0
Scenario:,fuglaaXYShortstrafes - 10min
Hash:,787bf03fd556c354edc050ff542bd2b4
Game Version:,2.0.5.3
Challenge Start:,23:39:55.801
Pause Count:,3
Pause Duration:,1119

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Call of Duty
Horiz Sens:,7.4
Vert Sens:,7.4
FOV:,100.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
Resolution,1920x1080
Avg FPS,315.04361
Resolution Scale,100.0
