Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,02:26:50.443,Long Strafe Bot,ADSable Hitscan Cone,1.674s,934,466,0.499,437,850,0.514,false
2,02:26:53.404,Long Strafe Bot,ADSable Hitscan Cone,2.237s,1242,464,0.374,433,1130,0.383,false
3,02:26:56.133,Long Strafe Bot,ADSable Hitscan Cone,2.483s,1372,473,0.345,440,1248,0.353,false
4,02:26:59.251,Long Strafe Bot,ADSable Hitscan Cone,2.857s,1176,441,0.375,434,1070,0.406,false
5,02:27:03.621,Long Strafe Bot,ADSable Hitscan Cone,4.113s,1308,485,0.371,442,1190,0.371,false
6,02:27:06.987,Long Strafe Bot,ADSable Hitscan Cone,2.86s,1583,477,0.301,442,1440,0.307,false
7,02:27:10.096,Long Strafe Bot,ADSable Hitscan Cone,2.858s,1385,465,0.336,435,1260,0.345,false
8,02:27:13.591,Long Strafe Bot,ADSable Hitscan Cone,3.233s,1000,472,0.472,437,910,0.48,false
9,02:27:17.174,Long Strafe Bot,ADSable Hitscan Cone,2.44s,1352,466,0.345,437,1230,0.355,false
10,02:27:21.590,Long Strafe Bot,ADSable Hitscan Cone,4.172s,1682,434,0.258,434,1530,0.284,false
11,02:27:24.507,Long Strafe Bot,ADSable Hitscan Cone,2.16s,1198,462,0.386,433,1090,0.397,false
12,02:27:28.668,Long Strafe Bot,ADSable Hitscan Cone,3.902s,1836,468,0.255,438,1670,0.262,false
13,02:27:32.381,Long Strafe Bot,ADSable Hitscan Cone,3.458s,1220,473,0.388,434,1110,0.391,false
14,02:27:36.386,Long Strafe Bot,ADSable Hitscan Cone,2.679s,1484,552,0.372,509,1350,0.377,false
15,02:27:38.396,Long Strafe Bot,ADSable Hitscan Cone,1.756s,923,368,0.399,367,840,0.437,false
16,02:27:41.119,Long Strafe Bot,ADSable Hitscan Cone,2.493s,1044,486,0.466,458,950,0.482,false
17,02:27:43.274,Long Strafe Bot,ADSable Hitscan Cone,1.736s,967,437,0.452,418,880,0.475,false
18,02:27:47.519,Long Strafe Bot,ADSable Hitscan Cone,2.415s,1341,472,0.352,439,1220,0.36,false
19,02:27:51.342,Long Strafe Bot,ADSable Hitscan Cone,3.566s,1583,465,0.294,434,1440,0.301,false
20,02:27:55.075,Long Strafe Bot,ADSable Hitscan Cone,2.822s,1561,480,0.307,433,1420,0.305,false
21,02:28:01.027,Long Strafe Bot,ADSable Hitscan Cone,5.726s,2441,609,0.249,593,2220,0.267,false
22,02:28:03.053,Long Strafe Bot,ADSable Hitscan Cone,1.437s,802,299,0.373,281,730,0.385,false
23,02:28:06.963,Long Strafe Bot,ADSable Hitscan Cone,2.678s,1484,470,0.317,434,1350,0.321,false
24,02:28:10.797,Long Strafe Bot,ADSable Hitscan Cone,2.936s,1627,434,0.267,434,1480,0.293,false
25,02:28:15.192,Long Strafe Bot,ADSable Hitscan Cone,3.68s,2034,475,0.234,439,1850,0.237,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
ADSable Hitscan Cone,35701,11876,11177.0,32478.0,

Kills:,25
Deaths:,0
Fight Time:,72.371002
Avg TTK:,0
Damage Done:,11177.0
Damage Taken:,0.0
Midairs:,219
Midaired:,0
Directs:,699
Directed:,0
Reloads:,0
Distance Traveled:,0.0
Score:,3846.459961
Scenario:,Ascended Tracking Robots
Hash:,30eb744d26a1edf6e5605136f62e86a6
Game Version:,2.0.5.3
Challenge Start:,02:26:47.939
Pause Count:,21
Pause Duration:,73

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Call of Duty
Horiz Sens:,7.0
Vert Sens:,7.0
FOV:,100.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
Resolution,1920x1080
Avg FPS,136.380951
Resolution Scale,100.0
