Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,21:26:17.799,air1_close_long,Track Master 100,10.355000s,1037,750,0.723240,750.000000,1037.000000,0.723240,0
2,21:26:29.939,air1_far_long,Track Master 100,10.757001s,1077,750,0.696379,750.000000,1077.000000,0.696379,0
3,21:26:43.384,air_close_short,Track Master 100,12.118001s,1213,750,0.618302,750.000000,1213.000000,0.618302,0
4,21:26:58.906,air1_far_short,Track Master 100,15.330001s,1410,750,0.531915,750.000000,1410.000000,0.531915,0

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
Track Master 100,5368,3267,3267.0,5368.0,

Kills:,4
Deaths:,0
Fight Time:,48.560001
Avg TTK:,15.24991
Damage Done:,3267.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
Score:,1988.317627
Scenario:,AirNunsEasy60s
Hash:,0b5febfe43468ed153b484ab5aeb9098
Game Version:,3.0.3
Challenge Start:,H:M:S.s
Pause Count:,61
Pause Duration:,-2147483648.0

Input Lag:,0
Max FPS (config):,144.0
Sens Scale:,Apex Legends
Sens Increment:,0.722857
Horiz Sens:,2.3
Vert Sens:,2.3
DPI:,400
FOV:,110.0
FOVScale:,Apex Legends
Hide Gun:,false
Crosshair:,diamond.png
Crosshair Scale:,1.2
Crosshair Color:,0FF0FF000
Resolution:,1920x1080
Avg FPS:,143.365173
Resolution Scale:,100.0
