Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,18:52:09.569,Quaker Bot Long Strafes,dps,5.999s,121,50,0.413,850,4114,0.207,false
2,18:52:12.086,Quaker Bot Long Strafes,dps,2.264s,39,14,0.359,255,1326,0.192,false
3,18:52:27.117,Quaker Bot Long Strafes,dps,14.778s,279,96,0.344,1683,9486,0.177,false
4,18:52:29.066,Quaker Bot Long Strafes,dps,1.699s,35,12,0.343,204,1190,0.171,false
5,18:52:32.002,Quaker Bot Long Strafes,dps,2.686s,49,19,0.388,323,1666,0.194,false
6,18:52:34.176,Quaker Bot Long Strafes,dps,1.923s,36,16,0.444,272,1224,0.222,false
7,18:52:49.374,Quaker Bot Long Strafes,dps,14.109s,265,102,0.385,1751,9010,0.194,false
8,18:52:53.429,Quaker Bot Long Strafes,dps,3.147s,64,34,0.531,595,2176,0.273,false
9,18:52:54.813,Quaker Bot Long Strafes,dps,1.088s,20,8,0.4,272,680,0.4,false
10,18:52:55.965,Quaker Bot Long Strafes,dps,0.901s,19,10,0.526,238,646,0.368,false
11,18:52:56.877,Quaker Bot Long Strafes,dps,0.66s,11,5,0.455,170,374,0.455,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
dps,1045,402,7344.0,35530.0,

Kills:,11
Deaths:,0
Fight Time:,49.254002
Avg TTK:,0
Damage Done:,7344.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
Score:,14672.0
Scenario:,180 Regen Warzone
Hash:,fcd51178d9b8e4293e2913bdd0796cd3
Game Version:,2.0.5.3
Challenge Start:,18:52:02.757
Pause Count:,7
Pause Duration:,41

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Call of Duty
Horiz Sens:,7.0
Vert Sens:,7.0
FOV:,100.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
Resolution,1920x1080
Avg FPS,254.822601
Resolution Scale,100.0
