Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,22:35:59.449,target_decay,pistol,0s,1,1,1,25,50,0.5,false
2,22:36:11.005,target_decay,pistol,10.827s,15,1,0.067,25,750,0.033,false
3,22:36:16.282,target_decay,pistol,4.525s,6,1,0.167,25,300,0.083,false
4,22:36:17.008,target_decay,pistol,0s,1,1,1,25,50,0.5,false
5,22:36:18.606,target_decay,pistol,0.85s,2,1,0.5,25,100,0.25,false
6,22:36:22.213,target_decay,pistol,2.895s,4,1,0.25,25,200,0.125,false
7,22:36:22.998,target_decay,pistol,0s,1,1,1,25,50,0.5,false
8,22:36:26.482,target_decay,pistol,2.743s,5,1,0.2,25,250,0.1,false
9,22:36:29.856,target_decay,pistol,2.566s,4,1,0.25,25,200,0.125,false
10,22:36:36.947,target_decay,pistol,6.333s,7,1,0.143,25,350,0.071,false
11,22:36:43.163,target_decay,pistol,5.465s,8,1,0.125,25,400,0.062,false
12,22:36:43.929,target_decay,pistol,0s,1,1,1,25,50,0.5,false
13,22:36:44.746,target_decay,pistol,0s,1,1,1,25,50,0.5,false
14,22:36:45.494,target_decay,pistol,0.001s,1,1,1,25,50,0.5,false
15,22:36:46.304,target_decay,pistol,0s,1,1,1,25,50,0.5,false
16,22:36:47.066,target_decay,pistol,0s,1,1,1,25,50,0.5,false
17,22:36:51.425,target_decay,pistol,3.601s,5,1,0.2,25,250,0.1,false
18,22:36:52.218,target_decay,pistol,0s,1,1,1,25,50,0.5,false
19,22:36:53.059,target_decay,pistol,0.001s,1,1,1,25,50,0.5,false
20,22:36:55.685,target_decay,pistol,1.6s,3,1,0.333,25,150,0.167,false
21,22:36:57.282,target_decay,pistol,0.824s,2,1,0.5,25,100,0.25,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol,73,21,525.0,3650.0,,,,,,false,plus.png,1.0,FFFF00,,,

Kills:,21
Deaths:,0
Fight Time:,42.230999
Avg TTK:,0
Damage Done:,525.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
Score:,604.109619
Scenario:,Reflex Flick - Fair
Hash:,a51ec6c2d75ccb78bdb0d20bf4ce9cb7
Game Version:,2.0.5.3
Challenge Start:,22:35:59.045
Pause Count:,40
Pause Duration:,140

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Call of Duty
Horiz Sens:,7.5
Vert Sens:,7.5
FOV:,100.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
Resolution,1920x1080
Avg FPS,220.255035
Resolution Scale,100.0
