Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,02:44:15.915,air_close_short,LG,11.263s,902,461,0.511,601.142,1176.206,0.511,false
2,02:44:28.925,air1_far_short,LG,11.797s,945,461,0.488,601.142,1232.276,0.488,false
3,02:44:48.953,Bot Profile,LG,19.704s,1497,461,0.308,601.142,1952.06,0.308,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
LG,4085,1626,2120.27002,5326.925781,

Kills:,3
Deaths:,0
Fight Time:,42.764
Avg TTK:,0
Damage Done:,2120.27002
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,39.696655
Score:,14841.890625
Scenario:,Warzone High Ground Tracking
Hash:,92f5913fa20485b0b9e13c4f71aaffaa
Game Version:,2.0.5.3
Challenge Start:,02:44:03.183
Pause Count:,14
Pause Duration:,30

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Call of Duty
Horiz Sens:,7.5
Vert Sens:,7.5
FOV:,100.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
Resolution,1920x1080
Avg FPS,361.658508
Resolution Scale,100.0
