Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,00:04:58.797,target_decay,pistol,0s,1,1,1,25,50,0.5,false
2,00:05:00.560,target_decay,pistol,0.867s,2,1,0.5,25,100,0.25,false
3,00:05:02.228,target_decay,pistol,0.797s,2,1,0.5,25,100,0.25,false
4,00:05:03.992,target_decay,pistol,0.958s,2,1,0.5,25,100,0.25,false
5,00:05:10.136,target_decay,pistol,5.265s,7,1,0.143,25,350,0.071,false
6,00:05:10.979,target_decay,pistol,0s,1,1,1,25,50,0.5,false
7,00:05:11.773,target_decay,pistol,0s,1,1,1,25,50,0.5,false
8,00:05:12.616,target_decay,pistol,0s,1,1,1,25,50,0.5,false
9,00:05:13.395,target_decay,pistol,0s,1,1,1,25,50,0.5,false
10,00:05:15.059,target_decay,pistol,0.923s,2,1,0.5,25,100,0.25,false
11,00:05:16.782,target_decay,pistol,0.906s,2,1,0.5,25,100,0.25,false
12,00:05:17.603,target_decay,pistol,0s,1,1,1,25,50,0.5,false
13,00:05:18.419,target_decay,pistol,0s,1,1,1,25,50,0.5,false
14,00:05:20.134,target_decay,pistol,0.873s,2,1,0.5,25,100,0.25,false
15,00:05:21.859,target_decay,pistol,0.888s,2,1,0.5,25,100,0.25,false
16,00:05:22.653,target_decay,pistol,0s,1,1,1,25,50,0.5,false
17,00:05:26.145,target_decay,pistol,2.64s,4,1,0.25,25,200,0.125,false
18,00:05:26.979,target_decay,pistol,0s,1,1,1,25,50,0.5,false
19,00:05:29.641,target_decay,pistol,1.859s,3,1,0.333,25,150,0.167,false
20,00:05:30.462,target_decay,pistol,0s,1,1,1,25,50,0.5,false
21,00:05:39.309,target_decay,pistol,8.039s,11,1,0.091,25,550,0.045,false
22,00:05:41.898,target_decay,pistol,1.758s,3,1,0.333,25,150,0.167,false
23,00:05:42.707,target_decay,pistol,0s,1,1,1,25,50,0.5,false
24,00:05:45.375,target_decay,pistol,1.801s,3,1,0.333,25,150,0.167,false
25,00:05:46.153,target_decay,pistol,0s,1,1,1,25,50,0.5,false
26,00:05:46.978,target_decay,pistol,0s,1,1,1,25,50,0.5,false
27,00:05:52.246,target_decay,pistol,4.463s,6,1,0.167,25,300,0.083,false
28,00:05:54.743,target_decay,pistol,1.686s,3,1,0.333,25,150,0.167,false
29,00:05:56.367,target_decay,pistol,0.815s,2,1,0.5,25,100,0.25,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol,71,29,725.0,3550.0,,,,,,false,plus.png,1.0,FFFF00,,,

Kills:,29
Deaths:,0
Fight Time:,34.537998
Avg TTK:,0
Damage Done:,725.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
Score:,1184.506958
Scenario:,Reflex Flick - Fair
Hash:,a51ec6c2d75ccb78bdb0d20bf4ce9cb7
Game Version:,v2.6.3
Challenge Start:,00:04:58.076
Pause Count:,7
Pause Duration:,25

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Call of Duty
Horiz Sens:,6.7
Vert Sens:,6.7
DPI:,400
FOV:,120.0
FOVScale:,Custom
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
Resolution,1920x1080
Avg FPS,293.722504
Resolution Scale,100.0
