Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,15:08:40.849,Watcher Bot Long Strafes,Manwing,1.987000s,4,2,0.500000,800.000000,1600.000000,0.500000,0
2,15:08:43.273,Watcher Bot Long Strafes,Manwing,1.792000s,4,2,0.500000,800.000000,1600.000000,0.500000,0
3,15:08:45.120,Watcher Bot Long Strafes,Manwing,1.215000s,3,2,0.666667,800.000000,1200.000000,0.666667,0
4,15:08:46.335,Watcher Bot Long Strafes,Manwing,0.611000s,2,2,1.000000,800.000000,800.000000,1.000000,0
5,15:08:48.675,Watcher Bot Long Strafes,Manwing,1.673000s,4,2,0.500000,800.000000,1600.000000,0.500000,0
6,15:08:50.682,Watcher Bot Long Strafes,Manwing,1.243000s,3,2,0.666667,600.000000,1200.000000,0.500000,0
7,15:08:53.398,Watcher Bot Long Strafes,Manwing,2.090000s,5,2,0.400000,800.000000,2000.000000,0.400000,0
8,15:08:54.739,Watcher Bot Long Strafes,Manwing,0.555000s,2,2,1.000000,800.000000,800.000000,1.000000,0
9,15:08:58.267,Watcher Bot Long Strafes,Manwing,2.406000s,5,2,0.400000,800.000000,2000.000000,0.400000,0
10,15:09:00.490,Watcher Bot Long Strafes,Manwing,1.076000s,3,2,0.666667,600.000000,1200.000000,0.500000,0
11,15:09:03.983,Watcher Bot Long Strafes,Manwing,2.471000s,5,2,0.400000,800.000000,2000.000000,0.400000,0
12,15:09:06.392,Watcher Bot Long Strafes,Manwing,1.535000s,4,2,0.500000,800.000000,1600.000000,0.500000,0
13,15:09:08.725,Watcher Bot Long Strafes,Manwing,1.750000s,4,2,0.500000,600.000000,1600.000000,0.375000,0
14,15:09:11.094,Watcher Bot Long Strafes,Manwing,1.465000s,3,2,0.666667,800.000000,1200.000000,0.666667,0
15,15:09:12.628,Watcher Bot Long Strafes,Manwing,0.618000s,2,2,1.000000,600.000000,800.000000,0.750000,0
16,15:09:15.510,Watcher Bot Long Strafes,Manwing,2.236000s,4,2,0.500000,800.000000,1600.000000,0.500000,0
17,15:09:20.052,Watcher Bot Long Strafes,Manwing,3.450000s,6,2,0.333333,800.000000,2400.000000,0.333333,0
18,15:09:22.371,Watcher Bot Long Strafes,Manwing,1.361000s,3,2,0.666667,800.000000,1200.000000,0.666667,0
19,15:09:23.913,Watcher Bot Long Strafes,Manwing,0.576000s,2,2,1.000000,600.000000,800.000000,0.750000,0
20,15:09:25.725,Watcher Bot Long Strafes,Manwing,1.049000s,3,2,0.666667,800.000000,1200.000000,0.666667,0
21,15:09:28.267,Watcher Bot Long Strafes,Manwing,1.730000s,4,2,0.500000,600.000000,1600.000000,0.375000,0
22,15:09:30.260,Watcher Bot Long Strafes,Manwing,0.993000s,3,2,0.666667,600.000000,1200.000000,0.500000,0
23,15:09:33.053,Watcher Bot Long Strafes,Manwing,1.320000s,3,2,0.666667,800.000000,1200.000000,0.666667,0
24,15:09:33.970,Watcher Bot Long Strafes,Manwing,0.396000s,2,2,1.000000,600.000000,800.000000,0.750000,0
25,15:09:36.830,Watcher Bot Long Strafes,Manwing,2.048000s,5,2,0.400000,800.000000,2000.000000,0.400000,0

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
Manwing,89,51,18800.0,35600.0,

Kills:,25
Deaths:,0
Fight Time:,37.646
Avg TTK:,2.399986
Damage Done:,18800.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
Score:,94000.0
Scenario:,Manwing Strafe Gallery V3 Robots
Hash:,d2d81e7e1cb4620856ec143ba80f45fa
Game Version:,3.0.2
Challenge Start:,H:M:S.s
Pause Count:,18
Pause Duration:,0.0

Input Lag:,0
Max FPS (config):,144.0
Sens Scale:,Apex Legends
Sens Increment:,0.722857
Horiz Sens:,2.3
Vert Sens:,2.3
DPI:,400
FOV:,110.0
FOVScale:,Apex Legends
Hide Gun:,false
Crosshair:,diamond.png
Crosshair Scale:,1.2
Crosshair Color:,0FF0FF000
Resolution:,1920x1080
Avg FPS:,143.980331
Resolution Scale:,100.0
