Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,19:56:36.501,air_close_short,LG,13.442s,1336,553,0.414,721.112,1742.123,0.414,false
2,19:56:48.127,air1_far_short,LG,11.406s,1002,553,0.552,721.112,1306.602,0.552,false
3,19:57:18.514,Bot Profile,LG,28.808s,2478,553,0.223,721.112,3231.24,0.223,false
4,19:57:29.670,air1F_close_long,LG,10.896s,897,553,0.616,721.112,1169.687,0.617,false
5,19:57:42.072,air1F_far_long,LG,12.154s,1008,553,0.549,721.112,1314.426,0.549,false
6,19:58:00.200,air1F_close_short,LG,17.883s,1660,553,0.333,721.112,2164.604,0.333,false
7,19:58:14.173,air1F_far_short,LG,12.669s,1268,553,0.436,721.112,1653.454,0.436,false
8,19:58:38.381,air1_UFO,LG,24.195s,2028,553,0.273,721.112,2644.46,0.273,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
LG,11678,4425,5770.353516,15227.075195,

Kills:,8
Deaths:,0
Fight Time:,131.453003
Avg TTK:,0
Damage Done:,5770.353516
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
Score:,863.723572
Scenario:,Plaza Low Ground Easy
Hash:,8e1406e8fd0aafa3ef52cc7714e0841c
Game Version:,v2.6.3
Challenge Start:,19:56:22.105
Pause Count:,11
Pause Duration:,3070

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Call of Duty
Horiz Sens:,6.9
Vert Sens:,6.9
DPI:,400
FOV:,120.0
FOVScale:,Custom
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
Resolution,1920x1080
Avg FPS,337.69989
Resolution Scale,100.0
