Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,20:59:19.035,regen_dot,Poke-Drill,2.315s,228,100,0.439,100,228,0.439,false
2,20:59:20.274,regen_dot,Poke-Drill,1.051s,87,51,0.586,51,87,0.586,false
3,20:59:21.976,regen_dot,Poke-Drill,1.298s,131,69,0.527,69,131,0.527,false
4,20:59:23.493,regen_dot,Poke-Drill,1.017s,103,50,0.485,50,103,0.485,false
5,20:59:24.271,regen_dot,Poke-Drill,0.53s,54,50,0.926,50,54,0.926,false
6,20:59:26.190,regen_dot,Poke-Drill,1.675s,98,57,0.582,57,98,0.582,false
7,20:59:28.624,regen_dot,Poke-Drill,2.049s,206,98,0.476,98,206,0.476,false
8,20:59:30.095,regen_dot,Poke-Drill,1.212s,122,64,0.525,64,122,0.525,false
9,20:59:32.304,regen_dot,Poke-Drill,1.953s,144,71,0.493,71,144,0.493,false
10,20:59:34.450,regen_dot,Poke-Drill,1.892s,171,77,0.45,77,171,0.45,false
11,20:59:37.065,regen_dot,Poke-Drill,2.359s,176,69,0.392,69,176,0.392,false
12,20:59:38.681,regen_dot,Poke-Drill,1.38s,135,59,0.437,59,135,0.437,false
13,20:59:40.229,regen_dot,Poke-Drill,1.129s,114,57,0.5,57,114,0.5,false
14,20:59:41.836,regen_dot,Poke-Drill,1.347s,121,75,0.62,75,121,0.62,false
15,20:59:43.499,regen_dot,Poke-Drill,1.404s,119,57,0.479,57,119,0.479,false
16,20:59:45.256,regen_dot,Poke-Drill,1.52s,107,50,0.467,50,107,0.467,false
17,20:59:47.154,regen_dot,Poke-Drill,1.415s,127,57,0.449,57,127,0.449,false
18,20:59:49.975,regen_dot,Poke-Drill,2.577s,195,77,0.395,77,195,0.395,false
19,20:59:51.059,regen_dot,Poke-Drill,0.608s,62,50,0.806,50,62,0.806,false
20,20:59:53.592,regen_dot,Poke-Drill,1.848s,186,78,0.419,78,186,0.419,false
21,20:59:54.697,regen_dot,Poke-Drill,0.854s,78,50,0.641,50,78,0.641,false
22,20:59:56.748,regen_dot,Poke-Drill,1.797s,141,62,0.44,62,141,0.44,false
23,21:00:00.748,regen_dot,Poke-Drill,3.489s,350,151,0.431,151,350,0.431,false
24,21:00:04.973,regen_dot,Poke-Drill,3.97s,306,120,0.392,120,306,0.392,false
25,21:00:06.491,regen_dot,Poke-Drill,0.978s,99,59,0.596,59,99,0.596,false
26,21:00:07.746,regen_dot,Poke-Drill,0.71s,72,50,0.694,50,72,0.694,false
27,21:00:09.256,regen_dot,Poke-Drill,0.876s,89,57,0.64,57,89,0.64,false
28,21:00:10.780,regen_dot,Poke-Drill,1.264s,104,54,0.519,54,104,0.519,false
29,21:00:14.839,regen_dot,Poke-Drill,3.837s,329,138,0.419,138,329,0.419,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
Poke-Drill,4254,2057,2057.0,4254.0,

Kills:,29
Deaths:,0
Fight Time:,48.354
Avg TTK:,0
Damage Done:,2057.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
Score:,29.0
Scenario:,TamTS Warzone
Hash:,60aae8a70af86e8feb5be02a6329003d
Game Version:,2.0.5.3
Challenge Start:,21:00:19.606
Pause Count:,12
Pause Duration:,67

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Call of Duty
Horiz Sens:,7.4
Vert Sens:,7.4
FOV:,100.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
Resolution,1920x1080
Avg FPS,294.125153
Resolution Scale,100.0
