Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,02:29:30.189,Long Strafe Bot,ADSable Hitscan Cone,1.635s,912,450,0.493,433,830,0.522,false
2,02:29:33.639,Long Strafe Bot,ADSable Hitscan Cone,3.198s,1649,458,0.278,435,1500,0.29,false
3,02:29:36.220,Long Strafe Bot,ADSable Hitscan Cone,2.319s,923,476,0.516,436,840,0.519,false
4,02:29:39.565,Long Strafe Bot,ADSable Hitscan Cone,3.079s,1506,473,0.314,434,1370,0.317,false
5,02:29:42.342,Long Strafe Bot,ADSable Hitscan Cone,2.528s,1088,463,0.426,435,990,0.439,false
6,02:29:45.398,Long Strafe Bot,ADSable Hitscan Cone,2.786s,1385,483,0.349,453,1260,0.36,false
7,02:29:47.931,Long Strafe Bot,ADSable Hitscan Cone,2.136s,1187,461,0.388,416,1080,0.385,false
8,02:29:51.606,Long Strafe Bot,ADSable Hitscan Cone,3.411s,1583,484,0.306,442,1440,0.307,false
9,02:29:53.756,Long Strafe Bot,ADSable Hitscan Cone,1.895s,967,464,0.48,435,880,0.494,false
10,02:29:56.315,Long Strafe Bot,ADSable Hitscan Cone,2.3s,967,447,0.462,439,880,0.499,false
11,02:29:58.218,Long Strafe Bot,ADSable Hitscan Cone,1.513s,846,476,0.563,436,770,0.566,false
12,02:30:00.760,Long Strafe Bot,ADSable Hitscan Cone,2.278s,1154,455,0.394,437,1050,0.416,false
13,02:30:04.287,Long Strafe Bot,ADSable Hitscan Cone,3.272s,1715,455,0.265,437,1560,0.28,false
14,02:30:07.136,Long Strafe Bot,ADSable Hitscan Cone,2.587s,1352,448,0.331,433,1230,0.352,false
15,02:30:09.313,Long Strafe Bot,ADSable Hitscan Cone,1.916s,989,468,0.473,440,900,0.489,false
16,02:30:11.705,Long Strafe Bot,ADSable Hitscan Cone,2.138s,912,462,0.507,439,830,0.529,false
17,02:30:13.678,Long Strafe Bot,ADSable Hitscan Cone,1.715s,868,465,0.536,433,790,0.548,false
18,02:30:17.725,Long Strafe Bot,ADSable Hitscan Cone,2.698s,1495,482,0.322,437,1360,0.321,false
19,02:30:19.860,Long Strafe Bot,ADSable Hitscan Cone,1.876s,945,443,0.469,435,860,0.506,false
20,02:30:23.446,Long Strafe Bot,ADSable Hitscan Cone,3.333s,1627,462,0.284,435,1480,0.294,false
21,02:30:25.951,Long Strafe Bot,ADSable Hitscan Cone,2.061s,1099,469,0.427,439,1000,0.439,false
22,02:30:29.170,Long Strafe Bot,ADSable Hitscan Cone,2.958s,1264,444,0.351,440,1150,0.383,false
23,02:30:32.085,Long Strafe Bot,ADSable Hitscan Cone,2.662s,1132,468,0.413,441,1030,0.428,false
24,02:30:35.212,Long Strafe Bot,ADSable Hitscan Cone,2.868s,1242,481,0.387,442,1130,0.391,false
25,02:30:38.977,Long Strafe Bot,ADSable Hitscan Cone,3.501s,1649,472,0.286,439,1500,0.293,false
26,02:30:41.554,Long Strafe Bot,ADSable Hitscan Cone,2.339s,978,463,0.473,433,890,0.487,false
27,02:30:44.547,Long Strafe Bot,ADSable Hitscan Cone,2.631s,1374,476,0.346,442,1250,0.354,false
28,02:30:47.852,Long Strafe Bot,ADSable Hitscan Cone,2.515s,1396,461,0.33,439,1270,0.346,false
29,02:30:51.521,Long Strafe Bot,ADSable Hitscan Cone,3.406s,1583,452,0.286,436,1440,0.303,false
30,02:30:53.786,Long Strafe Bot,ADSable Hitscan Cone,2.009s,1044,465,0.445,433,950,0.456,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
ADSable Hitscan Cone,38129,14301,13451.0,34690.0,

Kills:,30
Deaths:,0
Fight Time:,75.563004
Avg TTK:,0
Damage Done:,13451.0
Damage Taken:,0.0
Midairs:,231
Midaired:,0
Directs:,850
Directed:,0
Reloads:,0
Distance Traveled:,0.0
Score:,5215.606934
Scenario:,Ascended Tracking Robots
Hash:,30eb744d26a1edf6e5605136f62e86a6
Game Version:,2.0.5.3
Challenge Start:,02:29:26.334
Pause Count:,18
Pause Duration:,33

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Call of Duty
Horiz Sens:,7.5
Vert Sens:,7.5
FOV:,100.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
Resolution,1920x1080
Avg FPS,116.421822
Resolution Scale,100.0
