Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,20:50:16.030,air_close_short,LG,12.086s,968,461,0.476,601.142,1262.267,0.476,false
2,20:50:28.336,air1_far_short,LG,10.885s,872,461,0.529,601.142,1137.088,0.529,false
3,20:50:46.131,Bot Profile,LG,16.648s,1333,461,0.346,601.142,1738.211,0.346,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
LG,4080,1667,2173.732178,5320.404785,

Kills:,3
Deaths:,0
Fight Time:,39.618999
Avg TTK:,0
Damage Done:,2173.732178
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,39.696655
Score:,15216.125
Scenario:,Warzone High Ground Tracking
Hash:,92f5913fa20485b0b9e13c4f71aaffaa
Game Version:,v2.6.1
Challenge Start:,20:50:02.508
Pause Count:,4
Pause Duration:,228

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Call of Duty
Horiz Sens:,7.6
Vert Sens:,7.6
DPI:,400
FOV:,100.0
FOVScale:,Custom
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
Resolution,1920x1080
Avg FPS,403.092133
Resolution Scale,100.0
