Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,17:03:12.820,air1F_close_short,LG,222.934s,2189,1000,0.457,1000,2189,0.457,false
2,17:06:49.920,air1F_close_short,LG,216.799s,2133,1000,0.469,1000,2133,0.469,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
LG,5929,2739,2739.0,5929.0,

Kills:,2
Deaths:,0
Fight Time:,439.733002
Avg TTK:,0
Damage Done:,2739.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
Score:,2739.0
Scenario:,fuglaaXYShortstrafes - 10min
Hash:,787bf03fd556c354edc050ff542bd2b4
Game Version:,v2.6.3
Challenge Start:,17:06:31.249
Pause Count:,4
Pause Duration:,74

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Call of Duty
Horiz Sens:,7.0
Vert Sens:,7.0
DPI:,400
FOV:,120.0
FOVScale:,Custom
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
Resolution,1920x1080
Avg FPS,352.815948
Resolution Scale,100.0
