Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,21:43:23.648,target_decay,pistol,17.969s,19,1,0.053,25,950,0.026,false
2,21:43:27.178,target_decay,pistol,2.455s,4,1,0.25,25,200,0.125,false
3,21:43:29.705,target_decay,pistol,1.566s,3,1,0.333,25,150,0.167,false
4,21:43:30.529,target_decay,pistol,0s,1,1,1,25,50,0.5,false
5,21:43:31.349,target_decay,pistol,0s,1,1,1,25,50,0.5,false
6,21:43:32.109,target_decay,pistol,0s,1,1,1,25,50,0.5,false
7,21:43:32.902,target_decay,pistol,0s,1,1,1,25,50,0.5,false
8,21:43:44.472,target_decay,pistol,10.803s,13,1,0.077,25,650,0.038,false
9,21:43:46.175,target_decay,pistol,0.859s,2,1,0.5,25,100,0.25,false
10,21:43:48.775,target_decay,pistol,1.783s,3,1,0.333,25,150,0.167,false
11,21:43:50.634,target_decay,pistol,0.89s,2,1,0.5,25,100,0.25,false
12,21:43:55.181,target_decay,pistol,3.654s,5,1,0.2,25,250,0.1,false
13,21:43:56.012,target_decay,pistol,0s,1,1,1,25,50,0.5,false
14,21:43:58.598,target_decay,pistol,1.744s,3,1,0.333,25,150,0.167,false
15,21:44:01.190,target_decay,pistol,1.739s,3,1,0.333,25,150,0.167,false
16,21:44:02.848,target_decay,pistol,0.769s,2,1,0.5,25,100,0.25,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol,66,16,400.0,3300.0,,,,,,false,plus.png,1.0,FFFF00,,,

Kills:,16
Deaths:,0
Fight Time:,44.230999
Avg TTK:,0
Damage Done:,400.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
Score:,387.878784
Scenario:,Reflex Flick - Fair
Hash:,a51ec6c2d75ccb78bdb0d20bf4ce9cb7
Game Version:,2.0.5.3
Challenge Start:,21:43:05.019
Pause Count:,55
Pause Duration:,159

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Call of Duty
Horiz Sens:,7.4
Vert Sens:,7.4
FOV:,100.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
Resolution,1920x1080
Avg FPS,221.752457
Resolution Scale,100.0
