Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,20:10:11.198,target_decay,pistol,3.713s,5,1,0.2,25,250,0.1,false
2,20:10:18.369,target_decay,pistol,3.494s,5,1,0.2,25,250,0.1,false
3,20:10:21.013,target_decay,pistol,1.859s,3,1,0.333,25,150,0.167,false
4,20:10:30.944,target_decay,pistol,9.149s,11,1,0.091,25,550,0.045,false
5,20:10:33.513,target_decay,pistol,1.748s,4,1,0.25,25,200,0.125,false
6,20:10:46.943,target_decay,pistol,12.546s,15,1,0.067,25,750,0.033,false
7,20:11:00.408,target_decay,pistol,11.718s,12,1,0.083,25,600,0.042,false
8,20:11:01.203,target_decay,pistol,0s,1,1,1,25,50,0.5,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol,61,8,200.0,3050.0,,,,,,false,plus.png,1.0,FFFF00,,,

Kills:,8
Deaths:,0
Fight Time:,44.227001
Avg TTK:,0
Damage Done:,200.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
Score:,104.91803
Scenario:,Reflex Flick - Fair
Hash:,a51ec6c2d75ccb78bdb0d20bf4ce9cb7
Game Version:,2.0.5.3
Challenge Start:,20:10:07.005
Pause Count:,18
Pause Duration:,1183

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Call of Duty
Horiz Sens:,7.4
Vert Sens:,7.4
FOV:,100.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
Resolution,1920x1080
Avg FPS,221.528534
Resolution Scale,100.0
