Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,19:51:22.846,Long Strafe Bot,ADSable Hitscan Cone,2.258s,1253,519,0.414,476,1140,0.418,false
2,19:51:25.932,Long Strafe Bot,ADSable Hitscan Cone,2.094s,1165,438,0.376,396,1060,0.374,false
3,19:51:28.668,Long Strafe Bot,ADSable Hitscan Cone,2.473s,846,433,0.512,433,770,0.562,false
4,19:51:31.512,Long Strafe Bot,ADSable Hitscan Cone,2.593s,912,479,0.525,440,830,0.53,false
5,19:51:34.095,Long Strafe Bot,ADSable Hitscan Cone,1.573s,879,471,0.536,434,800,0.543,false
6,19:51:37.282,Long Strafe Bot,ADSable Hitscan Cone,1.678s,934,475,0.509,436,850,0.513,false
7,19:51:40.951,Long Strafe Bot,ADSable Hitscan Cone,3.427s,1396,436,0.312,433,1270,0.341,false
8,19:51:45.540,Long Strafe Bot,ADSable Hitscan Cone,2.94s,1627,471,0.289,436,1480,0.295,false
9,19:51:49.028,Long Strafe Bot,ADSable Hitscan Cone,3.228s,1462,476,0.326,439,1330,0.33,false
10,19:51:52.608,Long Strafe Bot,ADSable Hitscan Cone,3.32s,1297,483,0.372,442,1180,0.375,false
11,19:51:56.047,Long Strafe Bot,ADSable Hitscan Cone,3.242s,1363,461,0.338,434,1240,0.35,false
12,19:51:59.507,Long Strafe Bot,ADSable Hitscan Cone,1.76s,978,479,0.49,439,890,0.493,false
13,19:52:02.878,Long Strafe Bot,ADSable Hitscan Cone,3.124s,1264,474,0.375,435,1150,0.378,false
14,19:52:05.851,Long Strafe Bot,ADSable Hitscan Cone,1.02s,571,473,0.828,439,520,0.844,false
15,19:52:10.191,Long Strafe Bot,ADSable Hitscan Cone,4.092s,1748,477,0.273,437,1590,0.275,false
16,19:52:14.995,Long Strafe Bot,ADSable Hitscan Cone,3.018s,1671,468,0.28,439,1520,0.289,false
17,19:52:17.967,Long Strafe Bot,ADSable Hitscan Cone,1.84s,1022,475,0.465,439,930,0.472,false
18,19:52:22.015,Long Strafe Bot,ADSable Hitscan Cone,2.438s,1352,476,0.352,438,1230,0.356,false
19,19:52:25.564,Long Strafe Bot,ADSable Hitscan Cone,2.839s,1572,489,0.311,442,1430,0.309,false
20,19:52:28.435,Long Strafe Bot,ADSable Hitscan Cone,2.613s,967,451,0.466,433,880,0.492,false
21,19:52:31.281,Long Strafe Bot,ADSable Hitscan Cone,2.338s,1297,469,0.362,433,1180,0.367,false
22,19:52:35.859,Long Strafe Bot,ADSable Hitscan Cone,4.32s,1330,478,0.359,437,1210,0.361,false
23,19:52:39.206,Long Strafe Bot,ADSable Hitscan Cone,3.091s,1209,489,0.404,442,1100,0.402,false
24,19:52:42.119,Long Strafe Bot,ADSable Hitscan Cone,2.655s,1055,471,0.446,440,960,0.458,false
25,19:52:44.375,Long Strafe Bot,ADSable Hitscan Cone,1.694s,945,460,0.487,433,860,0.503,false
26,19:52:46.957,Long Strafe Bot,ADSable Hitscan Cone,2.323s,923,465,0.504,438,840,0.521,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
ADSable Hitscan Cone,31830,12391,11506.0,28960.0,

Kills:,26
Deaths:,0
Fight Time:,67.990997
Avg TTK:,0
Damage Done:,11506.0
Damage Taken:,0.0
Midairs:,273
Midaired:,0
Directs:,885
Directed:,0
Reloads:,0
Distance Traveled:,0.0
Score:,4571.410156
Scenario:,Ascended Tracking Robots
Hash:,30eb744d26a1edf6e5605136f62e86a6
Game Version:,2.0.5.2
Challenge Start:,19:51:19.617
Pause Count:,49
Pause Duration:,219

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Call of Duty
Horiz Sens:,7.0
Vert Sens:,7.0
FOV:,100.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
Resolution,1920x1080
Avg FPS,134.973999
Resolution Scale,100.0
