Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,15:31:29.218,regen_dot,Poke-Drill,3.507s,352,145,0.412,145,352,0.412,false
2,15:31:30.279,regen_dot,Poke-Drill,0.811s,82,57,0.695,57,82,0.695,false
3,15:31:32.045,regen_dot,Poke-Drill,1.512s,112,71,0.634,71,112,0.634,false
4,15:31:37.570,regen_dot,Poke-Drill,4.938s,495,184,0.372,184,495,0.372,false
5,15:31:40.938,regen_dot,Poke-Drill,3.108s,218,75,0.344,75,218,0.344,false
6,15:31:42.497,regen_dot,Poke-Drill,0.849s,86,57,0.663,57,86,0.663,false
7,15:31:44.117,regen_dot,Poke-Drill,1.362s,76,57,0.75,57,76,0.75,false
8,15:31:47.075,regen_dot,Poke-Drill,2.699s,137,57,0.416,57,137,0.416,false
9,15:31:50.692,regen_dot,Poke-Drill,3.359s,249,105,0.422,105,249,0.422,false
10,15:31:52.569,regen_dot,Poke-Drill,1.626s,120,71,0.592,71,120,0.592,false
11,15:31:55.735,regen_dot,Poke-Drill,2.915s,225,104,0.462,104,225,0.462,false
12,15:31:58.120,regen_dot,Poke-Drill,2.135s,97,50,0.515,50,97,0.515,false
13,15:31:59.840,regen_dot,Poke-Drill,1.468s,103,68,0.66,68,103,0.66,false
14,15:32:02.597,regen_dot,Poke-Drill,2.506s,229,105,0.459,105,229,0.459,false
15,15:32:03.861,regen_dot,Poke-Drill,1.012s,53,50,0.943,50,53,0.943,false
16,15:32:05.203,regen_dot,Poke-Drill,0.539s,55,50,0.909,50,55,0.909,false
17,15:32:07.120,regen_dot,Poke-Drill,1.137s,115,61,0.53,61,115,0.53,false
18,15:32:10.706,regen_dot,Poke-Drill,3.333s,234,87,0.372,87,234,0.372,false
19,15:32:12.735,regen_dot,Poke-Drill,1.771s,128,63,0.492,63,128,0.492,false
20,15:32:14.906,regen_dot,Poke-Drill,1.921s,119,73,0.613,73,119,0.613,false
21,15:32:17.618,regen_dot,Poke-Drill,2.462s,195,72,0.369,72,195,0.369,false
22,15:32:20.170,regen_dot,Poke-Drill,2.292s,155,54,0.348,54,155,0.348,false
23,15:32:23.062,regen_dot,Poke-Drill,2.631s,195,78,0.4,78,195,0.4,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
Poke-Drill,3843,1807,1807.0,3843.0,

Kills:,23
Deaths:,0
Fight Time:,49.893002
Avg TTK:,0
Damage Done:,1807.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
Score:,23.0
Scenario:,TamTS Warzone
Hash:,60aae8a70af86e8feb5be02a6329003d
Game Version:,2.0.5.2
Challenge Start:,15:31:23.991
Pause Count:,6
Pause Duration:,422

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Call of Duty
Horiz Sens:,7.0
Vert Sens:,7.0
FOV:,100.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
Resolution,1920x1080
Avg FPS,284.442688
Resolution Scale,100.0
