Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,15:33:52.134,Quaker Bot Long Strafes,dps,0.446s,10,9,0.9,153,340,0.45,false
2,15:34:04.773,Quaker Bot Long Strafes,dps,12.386s,238,100,0.42,1717,8092,0.212,false
3,15:34:06.803,Quaker Bot Long Strafes,dps,1.735s,23,10,0.435,170,782,0.217,false
4,15:34:11.111,Quaker Bot Long Strafes,dps,4.056s,76,33,0.434,561,2584,0.217,false
5,15:34:20.527,Quaker Bot Long Strafes,dps,9.166s,179,74,0.413,1258,6086,0.207,false
6,15:34:26.778,Quaker Bot Long Strafes,dps,5.999s,121,52,0.43,884,4114,0.215,false
7,15:34:31.429,Quaker Bot Long Strafes,dps,4.351s,88,38,0.432,646,2992,0.216,false
8,15:34:41.677,Quaker Bot Long Strafes,dps,9.245s,186,74,0.398,1258,6324,0.199,false
9,15:34:44.984,Quaker Bot Long Strafes,dps,3.055s,59,27,0.458,459,2006,0.229,false
10,15:34:48.286,Quaker Bot Long Strafes,dps,3.05s,62,30,0.484,510,2108,0.242,false
11,15:34:50.532,Quaker Bot Long Strafes,dps,1.951s,40,20,0.5,340,1360,0.25,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
dps,1090,469,7990.0,37060.0,

Kills:,11
Deaths:,0
Fight Time:,55.439999
Avg TTK:,0
Damage Done:,7990.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
Score:,14995.0
Scenario:,180 Regen Warzone
Hash:,fcd51178d9b8e4293e2913bdd0796cd3
Game Version:,2.0.5.2
Challenge Start:,15:33:50.896
Pause Count:,8
Pause Duration:,424

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Call of Duty
Horiz Sens:,7.0
Vert Sens:,7.0
FOV:,100.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
Resolution,1920x1080
Avg FPS,248.011978
Resolution Scale,100.0
