Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,10:55:07.751,Long Strafe Bot,ADSable Hitscan Cone,2.676s,1484,455,0.307,433,1350,0.321,false
2,10:55:10.057,Long Strafe Bot,ADSable Hitscan Cone,1.538s,857,477,0.557,438,780,0.562,false
3,10:55:13.116,Long Strafe Bot,ADSable Hitscan Cone,2.099s,1165,468,0.402,438,1060,0.413,false
4,10:55:16.628,Long Strafe Bot,ADSable Hitscan Cone,2.598s,1440,572,0.397,529,1310,0.404,false
5,10:55:17.717,Long Strafe Bot,ADSable Hitscan Cone,0.841s,470,349,0.743,343,428,0.801,false
6,10:55:20.692,Long Strafe Bot,ADSable Hitscan Cone,2.721s,901,472,0.524,441,820,0.538,false
7,10:55:24.524,Long Strafe Bot,ADSable Hitscan Cone,3.572s,1462,436,0.298,436,1330,0.328,false
8,10:55:27.117,Long Strafe Bot,ADSable Hitscan Cone,2.33s,978,453,0.463,436,890,0.49,false
9,10:55:28.888,Long Strafe Bot,ADSable Hitscan Cone,1.374s,769,434,0.564,434,700,0.62,false
10,10:55:32.241,Long Strafe Bot,ADSable Hitscan Cone,3.088s,1396,438,0.314,438,1270,0.345,false
11,10:55:35.097,Long Strafe Bot,ADSable Hitscan Cone,2.593s,967,471,0.487,433,880,0.492,false
12,10:55:38.928,Long Strafe Bot,ADSable Hitscan Cone,3.575s,1858,481,0.259,437,1690,0.259,false
13,10:55:42.786,Long Strafe Bot,ADSable Hitscan Cone,3.597s,1572,603,0.384,553,1430,0.387,false
14,10:55:44.396,Long Strafe Bot,ADSable Hitscan Cone,1.357s,725,348,0.48,323,660,0.489,false
15,10:55:48.568,Long Strafe Bot,ADSable Hitscan Cone,3.923s,1836,476,0.259,439,1670,0.263,false
16,10:55:50.682,Long Strafe Bot,ADSable Hitscan Cone,1.557s,868,467,0.538,434,790,0.549,false
17,10:55:53.950,Long Strafe Bot,ADSable Hitscan Cone,3.006s,1319,465,0.353,438,1200,0.365,false
18,10:55:55.584,Long Strafe Bot,ADSable Hitscan Cone,1.197s,670,463,0.691,438,610,0.718,false
19,10:55:59.886,Long Strafe Bot,ADSable Hitscan Cone,4.037s,2144,469,0.219,433,1950,0.222,false
20,10:56:03.467,Long Strafe Bot,ADSable Hitscan Cone,3.02s,1671,439,0.263,439,1520,0.289,false
21,10:56:09.523,Long Strafe Bot,ADSable Hitscan Cone,5.947s,2419,545,0.225,504,2200,0.229,false
22,10:56:11.369,Long Strafe Bot,ADSable Hitscan Cone,1.6s,826,369,0.447,368,751,0.49,false
23,10:56:14.761,Long Strafe Bot,ADSable Hitscan Cone,3.133s,1385,465,0.336,434,1260,0.344,false
24,10:56:18.151,Long Strafe Bot,ADSable Hitscan Cone,3.132s,1330,464,0.349,434,1210,0.359,false
25,10:56:21.347,Long Strafe Bot,ADSable Hitscan Cone,2.933s,1286,477,0.371,438,1170,0.374,false
26,10:56:24.863,Long Strafe Bot,ADSable Hitscan Cone,3.257s,1275,465,0.365,439,1160,0.378,false
27,10:56:27.135,Long Strafe Bot,ADSable Hitscan Cone,2.009s,1066,462,0.433,433,970,0.446,false
28,10:56:30.052,Long Strafe Bot,ADSable Hitscan Cone,2.496s,1385,436,0.315,433,1260,0.344,false
29,10:56:34.253,Long Strafe Bot,ADSable Hitscan Cone,3.943s,1517,478,0.315,441,1380,0.32,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
ADSable Hitscan Cone,37074,13397,12657.0,33729.0,

Kills:,29
Deaths:,0
Fight Time:,79.149002
Avg TTK:,0
Damage Done:,12657.0
Damage Taken:,0.0
Midairs:,229
Midaired:,0
Directs:,740
Directed:,0
Reloads:,0
Distance Traveled:,0.0
Score:,4749.611328
Scenario:,Ascended Tracking Robots
Hash:,30eb744d26a1edf6e5605136f62e86a6
Game Version:,2.0.5.3
Challenge Start:,10:55:04.334
Pause Count:,32
Pause Duration:,230

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Call of Duty
Horiz Sens:,7.4
Vert Sens:,7.4
FOV:,100.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
Resolution,1920x1080
Avg FPS,136.139053
Resolution Scale,100.0
