Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,17:43:20.551,air_close_short,LG,9.537s,764,461,0.603,601.142,996.259,0.603,false
2,17:43:34.742,air1_far_short,LG,12.56s,1006,461,0.458,601.142,1311.818,0.458,false
3,17:43:53.688,Bot Profile,LG,17.429s,1376,461,0.335,601.142,1794.281,0.335,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
LG,4015,1809,2358.893799,5235.631836,

Kills:,3
Deaths:,0
Fight Time:,39.526001
Avg TTK:,0
Damage Done:,2358.893799
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,39.696655
Score:,16512.255859
Scenario:,Warzone High Ground Tracking
Hash:,92f5913fa20485b0b9e13c4f71aaffaa
Game Version:,v2.6.3
Challenge Start:,17:43:09.491
Pause Count:,14
Pause Duration:,4397

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Call of Duty
Horiz Sens:,6.5
Vert Sens:,6.5
DPI:,400
FOV:,120.0
FOVScale:,Custom
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
Resolution,1920x1080
Avg FPS,388.660889
Resolution Scale,100.0
