Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,19:51:58.021,Quaker Bot Long Strafes,LG,7.096000s,148,67,0.452703,402.000000,888.000000,0.452703,0
2,19:52:05.166,Quaker Bot Long Strafes,LG,6.729000s,135,67,0.496296,402.000000,810.000000,0.496296,0
3,19:52:13.071,Quaker Bot Long Strafes,LG,6.938000s,136,67,0.492647,402.000000,816.000000,0.492647,0
4,19:52:21.626,Quaker Bot Long Strafes,LG,8.278001s,155,67,0.432258,402.000000,930.000000,0.432258,0
5,19:52:27.481,Quaker Bot Long Strafes,LG,4.952000s,104,67,0.644231,402.000000,624.000000,0.644231,0
6,19:52:34.642,Quaker Bot Long Strafes,LG,6.882000s,128,67,0.523438,402.000000,768.000000,0.523438,0
7,19:52:42.155,Quaker Bot Long Strafes,LG,6.986001s,134,67,0.500000,402.000000,804.000000,0.500000,0
8,19:52:48.955,Quaker Bot Long Strafes,LG,6.522000s,119,67,0.563025,402.000000,714.000000,0.563025,0

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
LG,1091,547,3282.0,6546.0,

Kills:,8
Deaths:,0
Fight Time:,54.383003
Avg TTK:,7.624955
Damage Done:,3282.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,56835.925781
Score:,14846.0
Scenario:,Close LS Easy Dodge
Hash:,d7f95fe4bff87c8145406b39f9570432
Game Version:,3.0.3
Challenge Start:,H:M:S.s
Pause Count:,40
Pause Duration:,0.0

Input Lag:,0
Max FPS (config):,144.0
Sens Scale:,Apex Legends
Sens Increment:,0.722857
Horiz Sens:,2.3
Vert Sens:,2.3
DPI:,400
FOV:,110.0
FOVScale:,Apex Legends
Hide Gun:,false
Crosshair:,diamond.png
Crosshair Scale:,1.2
Crosshair Color:,0FF0FF000
Resolution:,1920x1080
Avg FPS:,143.341644
Resolution Scale:,100.0
