Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,01:44:51.887,target_decay,pistol,7.254s,9,1,0.111,25,450,0.056,false
2,01:44:57.130,target_decay,pistol,4.455s,6,1,0.167,25,300,0.083,false
3,01:45:02.321,target_decay,pistol,4.254s,6,1,0.167,25,300,0.083,false
4,01:45:03.947,target_decay,pistol,0.811s,2,1,0.5,25,100,0.25,false
5,01:45:08.426,target_decay,pistol,3.611s,5,1,0.2,25,250,0.1,false
6,01:45:10.175,target_decay,pistol,0.782s,2,1,0.5,25,100,0.25,false
7,01:45:10.939,target_decay,pistol,0s,1,1,1,25,50,0.5,false
8,01:45:11.762,target_decay,pistol,0s,1,1,1,25,50,0.5,false
9,01:45:12.609,target_decay,pistol,0s,1,1,1,25,50,0.5,false
10,01:45:15.230,target_decay,pistol,1.866s,3,1,0.333,25,150,0.167,false
11,01:45:16.990,target_decay,pistol,0.706s,2,1,0.5,25,100,0.25,false
12,01:45:18.787,target_decay,pistol,0.851s,2,1,0.5,25,100,0.25,false
13,01:45:19.595,target_decay,pistol,0s,1,1,1,25,50,0.5,false
14,01:45:25.023,target_decay,pistol,4.545s,6,1,0.167,25,300,0.083,false
15,01:45:25.896,target_decay,pistol,0s,1,1,1,25,50,0.5,false
16,01:45:33.903,target_decay,pistol,7.06s,9,1,0.111,25,450,0.056,false
17,01:45:37.479,target_decay,pistol,2.751s,4,1,0.25,25,200,0.125,false
18,01:45:38.465,target_decay,pistol,0s,1,1,1,25,50,0.5,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol,68,18,450.0,3400.0,,,,,,false,plus.png,1.0,FFFF00,,,

Kills:,18
Deaths:,0
Fight Time:,38.945999
Avg TTK:,0
Damage Done:,450.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
Score:,476.470612
Scenario:,Reflex Flick - Fair
Hash:,a51ec6c2d75ccb78bdb0d20bf4ce9cb7
Game Version:,2.0.5.3
Challenge Start:,01:44:44.139
Pause Count:,22
Pause Duration:,410

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Call of Duty
Horiz Sens:,7.5
Vert Sens:,7.5
FOV:,100.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
Resolution,1920x1080
Avg FPS,222.090698
Resolution Scale,100.0
